DateId,Date,Day,DayName,DayOfWeek,WeekOfYear,Month,MonthName,Quarter,Year,IsWeekend,FinancialYear
20170705,2017-07-05,5,Wednesday,3,27,7,July,Q3,2017,No,FY2017-18
20170706,2017-07-06,6,Thursday,4,27,7,July,Q3,2017,No,FY2017-18
20170707,2017-07-07,7,Friday,5,27,7,July,Q3,2017,No,FY2017-18
20170708,2017-07-08,8,Saturday,6,27,7,July,Q3,2017,Yes,FY2017-18
20170709,2017-07-09,9,Sunday,7,27,7,July,Q3,2017,Yes,FY2017-18
20170710,2017-07-10,10,Monday,1,28,7,July,Q3,2017,No,FY2017-18
20170711,2017-07-11,11,Tuesday,2,28,7,July,Q3,2017,No,FY2017-18
20170712,2017-07-12,12,Wednesday,3,28,7,July,Q3,2017,No,FY2017-18
20170713,2017-07-13,13,Thursday,4,28,7,July,Q3,2017,No,FY2017-18
20170714,2017-07-14,14,Friday,5,28,7,July,Q3,2017,No,FY2017-18
20170715,2017-07-15,15,Saturday,6,28,7,July,Q3,2017,Yes,FY2017-18
20170716,2017-07-16,16,Sunday,7,28,7,July,Q3,2017,Yes,FY2017-18
20170717,2017-07-17,17,Monday,1,29,7,July,Q3,2017,No,FY2017-18
20170718,2017-07-18,18,Tuesday,2,29,7,July,Q3,2017,No,FY2017-18
20170719,2017-07-19,19,Wednesday,3,29,7,July,Q3,2017,No,FY2017-18
20170720,2017-07-20,20,Thursday,4,29,7,July,Q3,2017,No,FY2017-18
20170721,2017-07-21,21,Friday,5,29,7,July,Q3,2017,No,FY2017-18
20170722,2017-07-22,22,Saturday,6,29,7,July,Q3,2017,Yes,FY2017-18
20170723,2017-07-23,23,Sunday,7,29,7,July,Q3,2017,Yes,FY2017-18
20170724,2017-07-24,24,Monday,1,30,7,July,Q3,2017,No,FY2017-18
20170725,2017-07-25,25,Tuesday,2,30,7,July,Q3,2017,No,FY2017-18
20170726,2017-07-26,26,Wednesday,3,30,7,July,Q3,2017,No,FY2017-18
20170727,2017-07-27,27,Thursday,4,30,7,July,Q3,2017,No,FY2017-18
20170728,2017-07-28,28,Friday,5,30,7,July,Q3,2017,No,FY2017-18
20170729,2017-07-29,29,Saturday,6,30,7,July,Q3,2017,Yes,FY2017-18
20170730,2017-07-30,30,Sunday,7,30,7,July,Q3,2017,Yes,FY2017-18
20170731,2017-07-31,31,Monday,1,31,7,July,Q3,2017,No,FY2017-18
20170801,2017-08-01,1,Tuesday,2,31,8,August,Q3,2017,No,FY2017-18
20170802,2017-08-02,2,Wednesday,3,31,8,August,Q3,2017,No,FY2017-18
20170803,2017-08-03,3,Thursday,4,31,8,August,Q3,2017,No,FY2017-18
20170804,2017-08-04,4,Friday,5,31,8,August,Q3,2017,No,FY2017-18
20170805,2017-08-05,5,Saturday,6,31,8,August,Q3,2017,Yes,FY2017-18
20170806,2017-08-06,6,Sunday,7,31,8,August,Q3,2017,Yes,FY2017-18
20170807,2017-08-07,7,Monday,1,32,8,August,Q3,2017,No,FY2017-18
20170808,2017-08-08,8,Tuesday,2,32,8,August,Q3,2017,No,FY2017-18
20170809,2017-08-09,9,Wednesday,3,32,8,August,Q3,2017,No,FY2017-18
20170810,2017-08-10,10,Thursday,4,32,8,August,Q3,2017,No,FY2017-18
20170811,2017-08-11,11,Friday,5,32,8,August,Q3,2017,No,FY2017-18
20170812,2017-08-12,12,Saturday,6,32,8,August,Q3,2017,Yes,FY2017-18
20170813,2017-08-13,13,Sunday,7,32,8,August,Q3,2017,Yes,FY2017-18
20170814,2017-08-14,14,Monday,1,33,8,August,Q3,2017,No,FY2017-18
20170815,2017-08-15,15,Tuesday,2,33,8,August,Q3,2017,No,FY2017-18
20170816,2017-08-16,16,Wednesday,3,33,8,August,Q3,2017,No,FY2017-18
20170817,2017-08-17,17,Thursday,4,33,8,August,Q3,2017,No,FY2017-18
20170818,2017-08-18,18,Friday,5,33,8,August,Q3,2017,No,FY2017-18
20170819,2017-08-19,19,Saturday,6,33,8,August,Q3,2017,Yes,FY2017-18
20170820,2017-08-20,20,Sunday,7,33,8,August,Q3,2017,Yes,FY2017-18
20170821,2017-08-21,21,Monday,1,34,8,August,Q3,2017,No,FY2017-18
20170822,2017-08-22,22,Tuesday,2,34,8,August,Q3,2017,No,FY2017-18
20170823,2017-08-23,23,Wednesday,3,34,8,August,Q3,2017,No,FY2017-18
20170824,2017-08-24,24,Thursday,4,34,8,August,Q3,2017,No,FY2017-18
20170825,2017-08-25,25,Friday,5,34,8,August,Q3,2017,No,FY2017-18
20170826,2017-08-26,26,Saturday,6,34,8,August,Q3,2017,Yes,FY2017-18
20170827,2017-08-27,27,Sunday,7,34,8,August,Q3,2017,Yes,FY2017-18
20170828,2017-08-28,28,Monday,1,35,8,August,Q3,2017,No,FY2017-18
20170829,2017-08-29,29,Tuesday,2,35,8,August,Q3,2017,No,FY2017-18
20170830,2017-08-30,30,Wednesday,3,35,8,August,Q3,2017,No,FY2017-18
20170831,2017-08-31,31,Thursday,4,35,8,August,Q3,2017,No,FY2017-18
20170901,2017-09-01,1,Friday,5,35,9,September,Q3,2017,No,FY2017-18
20170902,2017-09-02,2,Saturday,6,35,9,September,Q3,2017,Yes,FY2017-18
20170903,2017-09-03,3,Sunday,7,35,9,September,Q3,2017,Yes,FY2017-18
20170904,2017-09-04,4,Monday,1,36,9,September,Q3,2017,No,FY2017-18
20170905,2017-09-05,5,Tuesday,2,36,9,September,Q3,2017,No,FY2017-18
20170906,2017-09-06,6,Wednesday,3,36,9,September,Q3,2017,No,FY2017-18
20170907,2017-09-07,7,Thursday,4,36,9,September,Q3,2017,No,FY2017-18
20170908,2017-09-08,8,Friday,5,36,9,September,Q3,2017,No,FY2017-18
20170909,2017-09-09,9,Saturday,6,36,9,September,Q3,2017,Yes,FY2017-18
20170910,2017-09-10,10,Sunday,7,36,9,September,Q3,2017,Yes,FY2017-18
20170911,2017-09-11,11,Monday,1,37,9,September,Q3,2017,No,FY2017-18
20170912,2017-09-12,12,Tuesday,2,37,9,September,Q3,2017,No,FY2017-18
20170913,2017-09-13,13,Wednesday,3,37,9,September,Q3,2017,No,FY2017-18
20170914,2017-09-14,14,Thursday,4,37,9,September,Q3,2017,No,FY2017-18
20170915,2017-09-15,15,Friday,5,37,9,September,Q3,2017,No,FY2017-18
20170916,2017-09-16,16,Saturday,6,37,9,September,Q3,2017,Yes,FY2017-18
20170917,2017-09-17,17,Sunday,7,37,9,September,Q3,2017,Yes,FY2017-18
20170918,2017-09-18,18,Monday,1,38,9,September,Q3,2017,No,FY2017-18
20170919,2017-09-19,19,Tuesday,2,38,9,September,Q3,2017,No,FY2017-18
20170920,2017-09-20,20,Wednesday,3,38,9,September,Q3,2017,No,FY2017-18
20170921,2017-09-21,21,Thursday,4,38,9,September,Q3,2017,No,FY2017-18
20170922,2017-09-22,22,Friday,5,38,9,September,Q3,2017,No,FY2017-18
20170923,2017-09-23,23,Saturday,6,38,9,September,Q3,2017,Yes,FY2017-18
20170924,2017-09-24,24,Sunday,7,38,9,September,Q3,2017,Yes,FY2017-18
20170925,2017-09-25,25,Monday,1,39,9,September,Q3,2017,No,FY2017-18
20170926,2017-09-26,26,Tuesday,2,39,9,September,Q3,2017,No,FY2017-18
20170927,2017-09-27,27,Wednesday,3,39,9,September,Q3,2017,No,FY2017-18
20170928,2017-09-28,28,Thursday,4,39,9,September,Q3,2017,No,FY2017-18
20170929,2017-09-29,29,Friday,5,39,9,September,Q3,2017,No,FY2017-18
20170930,2017-09-30,30,Saturday,6,39,9,September,Q3,2017,Yes,FY2017-18
20171001,2017-10-01,1,Sunday,7,39,10,October,Q4,2017,Yes,FY2017-18
20171002,2017-10-02,2,Monday,1,40,10,October,Q4,2017,No,FY2017-18
20171003,2017-10-03,3,Tuesday,2,40,10,October,Q4,2017,No,FY2017-18
20171004,2017-10-04,4,Wednesday,3,40,10,October,Q4,2017,No,FY2017-18
20171005,2017-10-05,5,Thursday,4,40,10,October,Q4,2017,No,FY2017-18
20171006,2017-10-06,6,Friday,5,40,10,October,Q4,2017,No,FY2017-18
20171007,2017-10-07,7,Saturday,6,40,10,October,Q4,2017,Yes,FY2017-18
20171008,2017-10-08,8,Sunday,7,40,10,October,Q4,2017,Yes,FY2017-18
20171009,2017-10-09,9,Monday,1,41,10,October,Q4,2017,No,FY2017-18
20171010,2017-10-10,10,Tuesday,2,41,10,October,Q4,2017,No,FY2017-18
20171011,2017-10-11,11,Wednesday,3,41,10,October,Q4,2017,No,FY2017-18
20171012,2017-10-12,12,Thursday,4,41,10,October,Q4,2017,No,FY2017-18
20171013,2017-10-13,13,Friday,5,41,10,October,Q4,2017,No,FY2017-18
20171014,2017-10-14,14,Saturday,6,41,10,October,Q4,2017,Yes,FY2017-18
20171015,2017-10-15,15,Sunday,7,41,10,October,Q4,2017,Yes,FY2017-18
20171016,2017-10-16,16,Monday,1,42,10,October,Q4,2017,No,FY2017-18
20171017,2017-10-17,17,Tuesday,2,42,10,October,Q4,2017,No,FY2017-18
20171018,2017-10-18,18,Wednesday,3,42,10,October,Q4,2017,No,FY2017-18
20171019,2017-10-19,19,Thursday,4,42,10,October,Q4,2017,No,FY2017-18
20171020,2017-10-20,20,Friday,5,42,10,October,Q4,2017,No,FY2017-18
20171021,2017-10-21,21,Saturday,6,42,10,October,Q4,2017,Yes,FY2017-18
20171022,2017-10-22,22,Sunday,7,42,10,October,Q4,2017,Yes,FY2017-18
20171023,2017-10-23,23,Monday,1,43,10,October,Q4,2017,No,FY2017-18
20171024,2017-10-24,24,Tuesday,2,43,10,October,Q4,2017,No,FY2017-18
20171025,2017-10-25,25,Wednesday,3,43,10,October,Q4,2017,No,FY2017-18
20171026,2017-10-26,26,Thursday,4,43,10,October,Q4,2017,No,FY2017-18
20171027,2017-10-27,27,Friday,5,43,10,October,Q4,2017,No,FY2017-18
20171028,2017-10-28,28,Saturday,6,43,10,October,Q4,2017,Yes,FY2017-18
20171029,2017-10-29,29,Sunday,7,43,10,October,Q4,2017,Yes,FY2017-18
20171030,2017-10-30,30,Monday,1,44,10,October,Q4,2017,No,FY2017-18
20171031,2017-10-31,31,Tuesday,2,44,10,October,Q4,2017,No,FY2017-18
20171101,2017-11-01,1,Wednesday,3,44,11,November,Q4,2017,No,FY2017-18
20171102,2017-11-02,2,Thursday,4,44,11,November,Q4,2017,No,FY2017-18
20171103,2017-11-03,3,Friday,5,44,11,November,Q4,2017,No,FY2017-18
20171104,2017-11-04,4,Saturday,6,44,11,November,Q4,2017,Yes,FY2017-18
20171105,2017-11-05,5,Sunday,7,44,11,November,Q4,2017,Yes,FY2017-18
20171106,2017-11-06,6,Monday,1,45,11,November,Q4,2017,No,FY2017-18
20171107,2017-11-07,7,Tuesday,2,45,11,November,Q4,2017,No,FY2017-18
20171108,2017-11-08,8,Wednesday,3,45,11,November,Q4,2017,No,FY2017-18
20171109,2017-11-09,9,Thursday,4,45,11,November,Q4,2017,No,FY2017-18
20171110,2017-11-10,10,Friday,5,45,11,November,Q4,2017,No,FY2017-18
20171111,2017-11-11,11,Saturday,6,45,11,November,Q4,2017,Yes,FY2017-18
20171112,2017-11-12,12,Sunday,7,45,11,November,Q4,2017,Yes,FY2017-18
20171113,2017-11-13,13,Monday,1,46,11,November,Q4,2017,No,FY2017-18
20171114,2017-11-14,14,Tuesday,2,46,11,November,Q4,2017,No,FY2017-18
20171115,2017-11-15,15,Wednesday,3,46,11,November,Q4,2017,No,FY2017-18
20171116,2017-11-16,16,Thursday,4,46,11,November,Q4,2017,No,FY2017-18
20171117,2017-11-17,17,Friday,5,46,11,November,Q4,2017,No,FY2017-18
20171118,2017-11-18,18,Saturday,6,46,11,November,Q4,2017,Yes,FY2017-18
20171119,2017-11-19,19,Sunday,7,46,11,November,Q4,2017,Yes,FY2017-18
20171120,2017-11-20,20,Monday,1,47,11,November,Q4,2017,No,FY2017-18
20171121,2017-11-21,21,Tuesday,2,47,11,November,Q4,2017,No,FY2017-18
20171122,2017-11-22,22,Wednesday,3,47,11,November,Q4,2017,No,FY2017-18
20171123,2017-11-23,23,Thursday,4,47,11,November,Q4,2017,No,FY2017-18
20171124,2017-11-24,24,Friday,5,47,11,November,Q4,2017,No,FY2017-18
20171125,2017-11-25,25,Saturday,6,47,11,November,Q4,2017,Yes,FY2017-18
20171126,2017-11-26,26,Sunday,7,47,11,November,Q4,2017,Yes,FY2017-18
20171127,2017-11-27,27,Monday,1,48,11,November,Q4,2017,No,FY2017-18
20171128,2017-11-28,28,Tuesday,2,48,11,November,Q4,2017,No,FY2017-18
20171129,2017-11-29,29,Wednesday,3,48,11,November,Q4,2017,No,FY2017-18
20171130,2017-11-30,30,Thursday,4,48,11,November,Q4,2017,No,FY2017-18
20171201,2017-12-01,1,Friday,5,48,12,December,Q4,2017,No,FY2017-18
20171202,2017-12-02,2,Saturday,6,48,12,December,Q4,2017,Yes,FY2017-18
20171203,2017-12-03,3,Sunday,7,48,12,December,Q4,2017,Yes,FY2017-18
20171204,2017-12-04,4,Monday,1,49,12,December,Q4,2017,No,FY2017-18
20171205,2017-12-05,5,Tuesday,2,49,12,December,Q4,2017,No,FY2017-18
20171206,2017-12-06,6,Wednesday,3,49,12,December,Q4,2017,No,FY2017-18
20171207,2017-12-07,7,Thursday,4,49,12,December,Q4,2017,No,FY2017-18
20171208,2017-12-08,8,Friday,5,49,12,December,Q4,2017,No,FY2017-18
20171209,2017-12-09,9,Saturday,6,49,12,December,Q4,2017,Yes,FY2017-18
20171210,2017-12-10,10,Sunday,7,49,12,December,Q4,2017,Yes,FY2017-18
20171211,2017-12-11,11,Monday,1,50,12,December,Q4,2017,No,FY2017-18
20171212,2017-12-12,12,Tuesday,2,50,12,December,Q4,2017,No,FY2017-18
20171213,2017-12-13,13,Wednesday,3,50,12,December,Q4,2017,No,FY2017-18
20171214,2017-12-14,14,Thursday,4,50,12,December,Q4,2017,No,FY2017-18
20171215,2017-12-15,15,Friday,5,50,12,December,Q4,2017,No,FY2017-18
20171216,2017-12-16,16,Saturday,6,50,12,December,Q4,2017,Yes,FY2017-18
20171217,2017-12-17,17,Sunday,7,50,12,December,Q4,2017,Yes,FY2017-18
20171218,2017-12-18,18,Monday,1,51,12,December,Q4,2017,No,FY2017-18
20171219,2017-12-19,19,Tuesday,2,51,12,December,Q4,2017,No,FY2017-18
20171220,2017-12-20,20,Wednesday,3,51,12,December,Q4,2017,No,FY2017-18
20171221,2017-12-21,21,Thursday,4,51,12,December,Q4,2017,No,FY2017-18
20171222,2017-12-22,22,Friday,5,51,12,December,Q4,2017,No,FY2017-18
20171223,2017-12-23,23,Saturday,6,51,12,December,Q4,2017,Yes,FY2017-18
20171224,2017-12-24,24,Sunday,7,51,12,December,Q4,2017,Yes,FY2017-18
20171225,2017-12-25,25,Monday,1,52,12,December,Q4,2017,No,FY2017-18
20171226,2017-12-26,26,Tuesday,2,52,12,December,Q4,2017,No,FY2017-18
20171227,2017-12-27,27,Wednesday,3,52,12,December,Q4,2017,No,FY2017-18
20171228,2017-12-28,28,Thursday,4,52,12,December,Q4,2017,No,FY2017-18
20171229,2017-12-29,29,Friday,5,52,12,December,Q4,2017,No,FY2017-18
20171230,2017-12-30,30,Saturday,6,52,12,December,Q4,2017,Yes,FY2017-18
20171231,2017-12-31,31,Sunday,7,52,12,December,Q4,2017,Yes,FY2017-18
20180101,2018-01-01,1,Monday,1,1,1,January,Q1,2018,No,FY2017-18
20180102,2018-01-02,2,Tuesday,2,1,1,January,Q1,2018,No,FY2017-18
20180103,2018-01-03,3,Wednesday,3,1,1,January,Q1,2018,No,FY2017-18
20180104,2018-01-04,4,Thursday,4,1,1,January,Q1,2018,No,FY2017-18
20180105,2018-01-05,5,Friday,5,1,1,January,Q1,2018,No,FY2017-18
20180106,2018-01-06,6,Saturday,6,1,1,January,Q1,2018,Yes,FY2017-18
20180107,2018-01-07,7,Sunday,7,1,1,January,Q1,2018,Yes,FY2017-18
20180108,2018-01-08,8,Monday,1,2,1,January,Q1,2018,No,FY2017-18
20180109,2018-01-09,9,Tuesday,2,2,1,January,Q1,2018,No,FY2017-18
20180110,2018-01-10,10,Wednesday,3,2,1,January,Q1,2018,No,FY2017-18
20180111,2018-01-11,11,Thursday,4,2,1,January,Q1,2018,No,FY2017-18
20180112,2018-01-12,12,Friday,5,2,1,January,Q1,2018,No,FY2017-18
20180113,2018-01-13,13,Saturday,6,2,1,January,Q1,2018,Yes,FY2017-18
20180114,2018-01-14,14,Sunday,7,2,1,January,Q1,2018,Yes,FY2017-18
20180115,2018-01-15,15,Monday,1,3,1,January,Q1,2018,No,FY2017-18
20180116,2018-01-16,16,Tuesday,2,3,1,January,Q1,2018,No,FY2017-18
20180117,2018-01-17,17,Wednesday,3,3,1,January,Q1,2018,No,FY2017-18
20180118,2018-01-18,18,Thursday,4,3,1,January,Q1,2018,No,FY2017-18
20180119,2018-01-19,19,Friday,5,3,1,January,Q1,2018,No,FY2017-18
20180120,2018-01-20,20,Saturday,6,3,1,January,Q1,2018,Yes,FY2017-18
20180121,2018-01-21,21,Sunday,7,3,1,January,Q1,2018,Yes,FY2017-18
20180122,2018-01-22,22,Monday,1,4,1,January,Q1,2018,No,FY2017-18
20180123,2018-01-23,23,Tuesday,2,4,1,January,Q1,2018,No,FY2017-18
20180124,2018-01-24,24,Wednesday,3,4,1,January,Q1,2018,No,FY2017-18
20180125,2018-01-25,25,Thursday,4,4,1,January,Q1,2018,No,FY2017-18
20180126,2018-01-26,26,Friday,5,4,1,January,Q1,2018,No,FY2017-18
20180127,2018-01-27,27,Saturday,6,4,1,January,Q1,2018,Yes,FY2017-18
20180128,2018-01-28,28,Sunday,7,4,1,January,Q1,2018,Yes,FY2017-18
20180129,2018-01-29,29,Monday,1,5,1,January,Q1,2018,No,FY2017-18
20180130,2018-01-30,30,Tuesday,2,5,1,January,Q1,2018,No,FY2017-18
20180131,2018-01-31,31,Wednesday,3,5,1,January,Q1,2018,No,FY2017-18
20180201,2018-02-01,1,Thursday,4,5,2,February,Q1,2018,No,FY2017-18
20180202,2018-02-02,2,Friday,5,5,2,February,Q1,2018,No,FY2017-18
20180203,2018-02-03,3,Saturday,6,5,2,February,Q1,2018,Yes,FY2017-18
20180204,2018-02-04,4,Sunday,7,5,2,February,Q1,2018,Yes,FY2017-18
20180205,2018-02-05,5,Monday,1,6,2,February,Q1,2018,No,FY2017-18
20180206,2018-02-06,6,Tuesday,2,6,2,February,Q1,2018,No,FY2017-18
20180207,2018-02-07,7,Wednesday,3,6,2,February,Q1,2018,No,FY2017-18
20180208,2018-02-08,8,Thursday,4,6,2,February,Q1,2018,No,FY2017-18
20180209,2018-02-09,9,Friday,5,6,2,February,Q1,2018,No,FY2017-18
20180210,2018-02-10,10,Saturday,6,6,2,February,Q1,2018,Yes,FY2017-18
20180211,2018-02-11,11,Sunday,7,6,2,February,Q1,2018,Yes,FY2017-18
20180212,2018-02-12,12,Monday,1,7,2,February,Q1,2018,No,FY2017-18
20180213,2018-02-13,13,Tuesday,2,7,2,February,Q1,2018,No,FY2017-18
20180214,2018-02-14,14,Wednesday,3,7,2,February,Q1,2018,No,FY2017-18
20180215,2018-02-15,15,Thursday,4,7,2,February,Q1,2018,No,FY2017-18
20180216,2018-02-16,16,Friday,5,7,2,February,Q1,2018,No,FY2017-18
20180217,2018-02-17,17,Saturday,6,7,2,February,Q1,2018,Yes,FY2017-18
20180218,2018-02-18,18,Sunday,7,7,2,February,Q1,2018,Yes,FY2017-18
20180219,2018-02-19,19,Monday,1,8,2,February,Q1,2018,No,FY2017-18
20180220,2018-02-20,20,Tuesday,2,8,2,February,Q1,2018,No,FY2017-18
20180221,2018-02-21,21,Wednesday,3,8,2,February,Q1,2018,No,FY2017-18
20180222,2018-02-22,22,Thursday,4,8,2,February,Q1,2018,No,FY2017-18
20180223,2018-02-23,23,Friday,5,8,2,February,Q1,2018,No,FY2017-18
20180224,2018-02-24,24,Saturday,6,8,2,February,Q1,2018,Yes,FY2017-18
20180225,2018-02-25,25,Sunday,7,8,2,February,Q1,2018,Yes,FY2017-18
20180226,2018-02-26,26,Monday,1,9,2,February,Q1,2018,No,FY2017-18
20180227,2018-02-27,27,Tuesday,2,9,2,February,Q1,2018,No,FY2017-18
20180228,2018-02-28,28,Wednesday,3,9,2,February,Q1,2018,No,FY2017-18
20180301,2018-03-01,1,Thursday,4,9,3,March,Q1,2018,No,FY2017-18
20180302,2018-03-02,2,Friday,5,9,3,March,Q1,2018,No,FY2017-18
20180303,2018-03-03,3,Saturday,6,9,3,March,Q1,2018,Yes,FY2017-18
20180304,2018-03-04,4,Sunday,7,9,3,March,Q1,2018,Yes,FY2017-18
20180305,2018-03-05,5,Monday,1,10,3,March,Q1,2018,No,FY2017-18
20180306,2018-03-06,6,Tuesday,2,10,3,March,Q1,2018,No,FY2017-18
20180307,2018-03-07,7,Wednesday,3,10,3,March,Q1,2018,No,FY2017-18
20180308,2018-03-08,8,Thursday,4,10,3,March,Q1,2018,No,FY2017-18
20180309,2018-03-09,9,Friday,5,10,3,March,Q1,2018,No,FY2017-18
20180310,2018-03-10,10,Saturday,6,10,3,March,Q1,2018,Yes,FY2017-18
20180311,2018-03-11,11,Sunday,7,10,3,March,Q1,2018,Yes,FY2017-18
20180312,2018-03-12,12,Monday,1,11,3,March,Q1,2018,No,FY2017-18
20180313,2018-03-13,13,Tuesday,2,11,3,March,Q1,2018,No,FY2017-18
20180314,2018-03-14,14,Wednesday,3,11,3,March,Q1,2018,No,FY2017-18
20180315,2018-03-15,15,Thursday,4,11,3,March,Q1,2018,No,FY2017-18
20180316,2018-03-16,16,Friday,5,11,3,March,Q1,2018,No,FY2017-18
20180317,2018-03-17,17,Saturday,6,11,3,March,Q1,2018,Yes,FY2017-18
20180318,2018-03-18,18,Sunday,7,11,3,March,Q1,2018,Yes,FY2017-18
20180319,2018-03-19,19,Monday,1,12,3,March,Q1,2018,No,FY2017-18
20180320,2018-03-20,20,Tuesday,2,12,3,March,Q1,2018,No,FY2017-18
20180321,2018-03-21,21,Wednesday,3,12,3,March,Q1,2018,No,FY2017-18
20180322,2018-03-22,22,Thursday,4,12,3,March,Q1,2018,No,FY2017-18
20180323,2018-03-23,23,Friday,5,12,3,March,Q1,2018,No,FY2017-18
20180324,2018-03-24,24,Saturday,6,12,3,March,Q1,2018,Yes,FY2017-18
20180325,2018-03-25,25,Sunday,7,12,3,March,Q1,2018,Yes,FY2017-18
20180326,2018-03-26,26,Monday,1,13,3,March,Q1,2018,No,FY2017-18
20180327,2018-03-27,27,Tuesday,2,13,3,March,Q1,2018,No,FY2017-18
20180328,2018-03-28,28,Wednesday,3,13,3,March,Q1,2018,No,FY2017-18
20180329,2018-03-29,29,Thursday,4,13,3,March,Q1,2018,No,FY2017-18
20180330,2018-03-30,30,Friday,5,13,3,March,Q1,2018,No,FY2017-18
20180331,2018-03-31,31,Saturday,6,13,3,March,Q1,2018,Yes,FY2017-18
20180401,2018-04-01,1,Sunday,7,13,4,April,Q2,2018,Yes,FY2018-19
20180402,2018-04-02,2,Monday,1,14,4,April,Q2,2018,No,FY2018-19
20180403,2018-04-03,3,Tuesday,2,14,4,April,Q2,2018,No,FY2018-19
20180404,2018-04-04,4,Wednesday,3,14,4,April,Q2,2018,No,FY2018-19
20180405,2018-04-05,5,Thursday,4,14,4,April,Q2,2018,No,FY2018-19
20180406,2018-04-06,6,Friday,5,14,4,April,Q2,2018,No,FY2018-19
20180407,2018-04-07,7,Saturday,6,14,4,April,Q2,2018,Yes,FY2018-19
20180408,2018-04-08,8,Sunday,7,14,4,April,Q2,2018,Yes,FY2018-19
20180409,2018-04-09,9,Monday,1,15,4,April,Q2,2018,No,FY2018-19
20180410,2018-04-10,10,Tuesday,2,15,4,April,Q2,2018,No,FY2018-19
20180411,2018-04-11,11,Wednesday,3,15,4,April,Q2,2018,No,FY2018-19
20180412,2018-04-12,12,Thursday,4,15,4,April,Q2,2018,No,FY2018-19
20180413,2018-04-13,13,Friday,5,15,4,April,Q2,2018,No,FY2018-19
20180414,2018-04-14,14,Saturday,6,15,4,April,Q2,2018,Yes,FY2018-19
20180415,2018-04-15,15,Sunday,7,15,4,April,Q2,2018,Yes,FY2018-19
20180416,2018-04-16,16,Monday,1,16,4,April,Q2,2018,No,FY2018-19
20180417,2018-04-17,17,Tuesday,2,16,4,April,Q2,2018,No,FY2018-19
20180418,2018-04-18,18,Wednesday,3,16,4,April,Q2,2018,No,FY2018-19
20180419,2018-04-19,19,Thursday,4,16,4,April,Q2,2018,No,FY2018-19
20180420,2018-04-20,20,Friday,5,16,4,April,Q2,2018,No,FY2018-19
20180421,2018-04-21,21,Saturday,6,16,4,April,Q2,2018,Yes,FY2018-19
20180422,2018-04-22,22,Sunday,7,16,4,April,Q2,2018,Yes,FY2018-19
20180423,2018-04-23,23,Monday,1,17,4,April,Q2,2018,No,FY2018-19
20180424,2018-04-24,24,Tuesday,2,17,4,April,Q2,2018,No,FY2018-19
20180425,2018-04-25,25,Wednesday,3,17,4,April,Q2,2018,No,FY2018-19
20180426,2018-04-26,26,Thursday,4,17,4,April,Q2,2018,No,FY2018-19
20180427,2018-04-27,27,Friday,5,17,4,April,Q2,2018,No,FY2018-19
20180428,2018-04-28,28,Saturday,6,17,4,April,Q2,2018,Yes,FY2018-19
20180429,2018-04-29,29,Sunday,7,17,4,April,Q2,2018,Yes,FY2018-19
20180430,2018-04-30,30,Monday,1,18,4,April,Q2,2018,No,FY2018-19
20180501,2018-05-01,1,Tuesday,2,18,5,May,Q2,2018,No,FY2018-19
20180502,2018-05-02,2,Wednesday,3,18,5,May,Q2,2018,No,FY2018-19
20180503,2018-05-03,3,Thursday,4,18,5,May,Q2,2018,No,FY2018-19
20180504,2018-05-04,4,Friday,5,18,5,May,Q2,2018,No,FY2018-19
20180505,2018-05-05,5,Saturday,6,18,5,May,Q2,2018,Yes,FY2018-19
20180506,2018-05-06,6,Sunday,7,18,5,May,Q2,2018,Yes,FY2018-19
20180507,2018-05-07,7,Monday,1,19,5,May,Q2,2018,No,FY2018-19
20180508,2018-05-08,8,Tuesday,2,19,5,May,Q2,2018,No,FY2018-19
20180509,2018-05-09,9,Wednesday,3,19,5,May,Q2,2018,No,FY2018-19
20180510,2018-05-10,10,Thursday,4,19,5,May,Q2,2018,No,FY2018-19
20180511,2018-05-11,11,Friday,5,19,5,May,Q2,2018,No,FY2018-19
20180512,2018-05-12,12,Saturday,6,19,5,May,Q2,2018,Yes,FY2018-19
20180513,2018-05-13,13,Sunday,7,19,5,May,Q2,2018,Yes,FY2018-19
20180514,2018-05-14,14,Monday,1,20,5,May,Q2,2018,No,FY2018-19
20180515,2018-05-15,15,Tuesday,2,20,5,May,Q2,2018,No,FY2018-19
20180516,2018-05-16,16,Wednesday,3,20,5,May,Q2,2018,No,FY2018-19
20180517,2018-05-17,17,Thursday,4,20,5,May,Q2,2018,No,FY2018-19
20180518,2018-05-18,18,Friday,5,20,5,May,Q2,2018,No,FY2018-19
20180519,2018-05-19,19,Saturday,6,20,5,May,Q2,2018,Yes,FY2018-19
20180520,2018-05-20,20,Sunday,7,20,5,May,Q2,2018,Yes,FY2018-19
20180521,2018-05-21,21,Monday,1,21,5,May,Q2,2018,No,FY2018-19
20180522,2018-05-22,22,Tuesday,2,21,5,May,Q2,2018,No,FY2018-19
20180523,2018-05-23,23,Wednesday,3,21,5,May,Q2,2018,No,FY2018-19
20180524,2018-05-24,24,Thursday,4,21,5,May,Q2,2018,No,FY2018-19
20180525,2018-05-25,25,Friday,5,21,5,May,Q2,2018,No,FY2018-19
20180526,2018-05-26,26,Saturday,6,21,5,May,Q2,2018,Yes,FY2018-19
20180527,2018-05-27,27,Sunday,7,21,5,May,Q2,2018,Yes,FY2018-19
