ShipmentID,OrderID,DeliveryPartnerID,ShipmentStatusID,ShipmentDate,EstimatedDeliveryDate,ActualDeliveryDate,TrackingNumber
SHP0002760,ORD0002760,4,1,2026-04-19,2026-04-24,2026-04-23,TRK0000002760
SHP0002761,ORD0002761,9,1,2017-05-29,2017-05-31,2017-05-30,TRK0000002761
SHP0002762,ORD0002762,10,1,2023-12-06,2023-12-09,2023-12-08,TRK0000002762
SHP0002763,ORD0002763,6,1,2020-07-17,2020-07-24,2020-07-26,TRK0000002763
SHP0002764,ORD0002764,4,1,2022-12-02,2022-12-06,2022-12-05,TRK0000002764
SHP0002765,ORD0002765,3,1,2015-09-26,2015-10-03,2015-10-04,TRK0000002765
SHP0002766,ORD0002766,8,1,2017-03-07,2017-03-13,2017-03-15,TRK0000002766
SHP0002767,ORD0002767,10,1,2016-05-25,2016-05-29,2016-05-31,TRK0000002767
SHP0002768,ORD0002768,1,1,2015-05-16,2015-05-18,2015-05-19,TRK0000002768
SHP0002769,ORD0002769,5,1,2024-12-27,2024-12-29,2024-12-30,TRK0000002769
SHP0002770,ORD0002770,10,3,2020-05-16,2020-05-20,,TRK0000002770
SHP0002771,ORD0002771,8,1,2018-07-05,2018-07-07,2018-07-06,TRK0000002771
SHP0002772,ORD0002772,5,1,2023-11-04,2023-11-10,2023-11-12,TRK0000002772
SHP0002773,ORD0002773,4,1,2020-04-03,2020-04-06,2020-04-08,TRK0000002773
SHP0002774,ORD0002774,7,1,2023-01-14,2023-01-20,2023-01-20,TRK0000002774
SHP0002775,ORD0002775,9,1,2016-03-07,2016-03-13,2016-03-12,TRK0000002775
SHP0002776,ORD0002776,3,1,2017-09-26,2017-10-03,2017-10-04,TRK0000002776
SHP0002777,ORD0002777,4,1,2020-04-18,2020-04-25,2020-04-27,TRK0000002777
SHP0002778,ORD0002778,3,1,2017-12-10,2017-12-17,2017-12-17,TRK0000002778
SHP0002779,ORD0002779,4,1,2021-05-12,2021-05-16,2021-05-18,TRK0000002779
SHP0002780,ORD0002780,2,1,2019-11-18,2019-11-25,2019-11-27,TRK0000002780
SHP0002781,ORD0002781,9,1,2025-06-09,2025-06-15,2025-06-16,TRK0000002781
SHP0002782,ORD0002782,8,1,2020-02-18,2020-02-20,2020-02-19,TRK0000002782
SHP0002783,ORD0002783,9,3,2024-11-25,2024-11-28,,TRK0000002783
SHP0002784,ORD0002784,7,1,2026-06-25,2026-06-29,2026-06-30,TRK0000002784
SHP0002785,ORD0002785,9,1,2017-08-21,2017-08-26,2017-08-27,TRK0000002785
SHP0002786,ORD0002786,2,3,2018-12-30,2019-01-05,,TRK0000002786
SHP0002787,ORD0002787,3,1,2020-07-12,2020-07-18,2020-07-19,TRK0000002787
SHP0002788,ORD0002788,4,1,2025-08-09,2025-08-12,2025-08-11,TRK0000002788
SHP0002789,ORD0002789,7,1,2022-09-26,2022-09-30,2022-09-30,TRK0000002789
SHP0002790,ORD0002790,3,1,2024-06-16,2024-06-19,2024-06-20,TRK0000002790
SHP0002791,ORD0002791,5,1,2021-11-25,2021-11-29,2021-12-01,TRK0000002791
SHP0002792,ORD0002792,7,1,2021-03-13,2021-03-17,2021-03-16,TRK0000002792
SHP0002793,ORD0002793,2,1,2023-12-04,2023-12-07,2023-12-07,TRK0000002793
SHP0002794,ORD0002794,2,1,2016-05-10,2016-05-16,2016-05-17,TRK0000002794
SHP0002795,ORD0002795,7,1,2016-06-04,2016-06-08,2016-06-07,TRK0000002795
SHP0002796,ORD0002796,4,1,2019-06-12,2019-06-17,2019-06-17,TRK0000002796
SHP0002797,ORD0002797,5,1,2015-06-18,2015-06-23,2015-06-24,TRK0000002797
SHP0002798,ORD0002798,9,2,2016-08-18,2016-08-21,,TRK0000002798
SHP0002799,ORD0002799,2,1,2020-01-31,2020-02-07,2020-02-06,TRK0000002799
SHP0002800,ORD0002800,3,1,2019-11-25,2019-11-29,2019-11-29,TRK0000002800
SHP0002801,ORD0002801,5,1,2018-08-19,2018-08-21,2018-08-22,TRK0000002801
SHP0002802,ORD0002802,2,1,2018-09-26,2018-09-30,2018-10-01,TRK0000002802
SHP0002803,ORD0002803,9,1,2016-08-21,2016-08-27,2016-08-27,TRK0000002803
SHP0002804,ORD0002804,9,1,2023-12-04,2023-12-10,2023-12-10,TRK0000002804
SHP0002805,ORD0002805,3,1,2017-05-27,2017-05-30,2017-05-31,TRK0000002805
SHP0002806,ORD0002806,1,1,2023-01-25,2023-01-30,2023-01-29,TRK0000002806
SHP0002807,ORD0002807,4,1,2015-12-24,2015-12-28,2015-12-29,TRK0000002807
SHP0002808,ORD0002808,2,1,2017-02-25,2017-03-02,2017-03-04,TRK0000002808
SHP0002809,ORD0002809,5,1,2021-08-07,2021-08-14,2021-08-14,TRK0000002809
SHP0002810,ORD0002810,5,1,2016-08-30,2016-09-05,2016-09-04,TRK0000002810
SHP0002811,ORD0002811,1,1,2022-11-02,2022-11-09,2022-11-11,TRK0000002811
SHP0002812,ORD0002812,3,1,2022-05-27,2022-05-31,2022-06-01,TRK0000002812
SHP0002813,ORD0002813,8,2,2019-03-17,2019-03-20,,TRK0000002813
SHP0002814,ORD0002814,1,1,2021-05-01,2021-05-08,2021-05-10,TRK0000002814
SHP0002815,ORD0002815,2,1,2016-03-09,2016-03-11,2016-03-13,TRK0000002815
SHP0002816,ORD0002816,1,1,2018-03-29,2018-04-02,2018-04-02,TRK0000002816
SHP0002817,ORD0002817,1,1,2024-05-05,2024-05-07,2024-05-09,TRK0000002817
SHP0002818,ORD0002818,7,1,2026-01-01,2026-01-04,2026-01-04,TRK0000002818
SHP0002819,ORD0002819,9,1,2015-02-27,2015-03-02,2015-03-01,TRK0000002819
SHP0002820,ORD0002820,1,1,2019-09-12,2019-09-19,2019-09-18,TRK0000002820
SHP0002821,ORD0002821,4,2,2018-08-17,2018-08-23,,TRK0000002821
SHP0002822,ORD0002822,3,1,2015-11-23,2015-11-26,2015-11-28,TRK0000002822
SHP0002823,ORD0002823,8,1,2017-10-08,2017-10-10,2017-10-12,TRK0000002823
SHP0002824,ORD0002824,1,1,2017-09-06,2017-09-10,2017-09-09,TRK0000002824
SHP0002825,ORD0002825,9,1,2018-12-06,2018-12-08,2018-12-10,TRK0000002825
SHP0002826,ORD0002826,7,1,2025-11-12,2025-11-17,2025-11-18,TRK0000002826
SHP0002827,ORD0002827,5,1,2023-10-06,2023-10-11,2023-10-13,TRK0000002827
SHP0002828,ORD0002828,1,1,2018-12-16,2018-12-21,2018-12-23,TRK0000002828
SHP0002829,ORD0002829,10,1,2019-03-22,2019-03-24,2019-03-23,TRK0000002829
SHP0002830,ORD0002830,7,1,2023-01-07,2023-01-13,2023-01-12,TRK0000002830
SHP0002831,ORD0002831,4,1,2020-11-24,2020-12-01,2020-11-30,TRK0000002831
SHP0002832,ORD0002832,2,1,2024-09-20,2024-09-22,2024-09-24,TRK0000002832
SHP0002833,ORD0002833,2,1,2025-05-15,2025-05-22,2025-05-22,TRK0000002833
SHP0002834,ORD0002834,8,1,2024-07-30,2024-08-06,2024-08-08,TRK0000002834
SHP0002835,ORD0002835,3,1,2023-11-03,2023-11-09,2023-11-10,TRK0000002835
SHP0002836,ORD0002836,7,1,2015-12-04,2015-12-10,2015-12-10,TRK0000002836
SHP0002837,ORD0002837,3,1,2025-08-07,2025-08-10,2025-08-09,TRK0000002837
SHP0002838,ORD0002838,9,1,2017-04-19,2017-04-22,2017-04-21,TRK0000002838
SHP0002839,ORD0002839,10,1,2023-05-15,2023-05-17,2023-05-19,TRK0000002839
SHP0002840,ORD0002840,2,1,2023-07-30,2023-08-03,2023-08-04,TRK0000002840
SHP0002841,ORD0002841,1,1,2026-07-28,2026-08-02,2026-08-03,TRK0000002841
SHP0002842,ORD0002842,8,1,2022-10-16,2022-10-21,2022-10-20,TRK0000002842
SHP0002843,ORD0002843,2,1,2021-01-23,2021-01-28,2021-01-28,TRK0000002843
SHP0002844,ORD0002844,2,1,2018-11-23,2018-11-25,2018-11-27,TRK0000002844
SHP0002845,ORD0002845,4,1,2017-09-09,2017-09-11,2017-09-13,TRK0000002845
SHP0002846,ORD0002846,2,1,2018-07-30,2018-08-03,2018-08-04,TRK0000002846
SHP0002847,ORD0002847,6,1,2019-02-11,2019-02-15,2019-02-14,TRK0000002847
SHP0002848,ORD0002848,9,1,2020-06-23,2020-06-26,2020-06-27,TRK0000002848
SHP0002849,ORD0002849,1,1,2020-08-29,2020-09-04,2020-09-03,TRK0000002849
SHP0002850,ORD0002850,8,1,2019-12-12,2019-12-18,2019-12-18,TRK0000002850
SHP0002851,ORD0002851,3,1,2023-10-06,2023-10-08,2023-10-09,TRK0000002851
SHP0002852,ORD0002852,10,1,2019-06-20,2019-06-22,2019-06-22,TRK0000002852
SHP0002853,ORD0002853,5,1,2015-05-09,2015-05-15,2015-05-17,TRK0000002853
SHP0002854,ORD0002854,1,2,2022-05-05,2022-05-11,,TRK0000002854
SHP0002855,ORD0002855,8,1,2017-03-20,2017-03-27,2017-03-29,TRK0000002855
SHP0002856,ORD0002856,3,1,2017-12-22,2017-12-29,2017-12-29,TRK0000002856
SHP0002857,ORD0002857,3,4,2015-04-16,2015-04-22,,TRK0000002857
SHP0002858,ORD0002858,7,1,2024-06-05,2024-06-12,2024-06-14,TRK0000002858
SHP0002859,ORD0002859,3,1,2017-12-02,2017-12-04,2017-12-06,TRK0000002859
SHP0002860,ORD0002860,5,1,2023-04-04,2023-04-06,2023-04-06,TRK0000002860
SHP0002861,ORD0002861,5,1,2020-08-30,2020-09-03,2020-09-05,TRK0000002861
SHP0002862,ORD0002862,7,1,2016-02-16,2016-02-19,2016-02-21,TRK0000002862
SHP0002863,ORD0002863,6,1,2021-04-20,2021-04-26,2021-04-26,TRK0000002863
SHP0002864,ORD0002864,10,1,2019-01-12,2019-01-15,2019-01-15,TRK0000002864
SHP0002865,ORD0002865,6,1,2015-03-15,2015-03-21,2015-03-22,TRK0000002865
SHP0002866,ORD0002866,10,1,2016-09-03,2016-09-07,2016-09-07,TRK0000002866
SHP0002867,ORD0002867,1,1,2017-10-23,2017-10-28,2017-10-28,TRK0000002867
SHP0002868,ORD0002868,9,3,2015-01-07,2015-01-14,,TRK0000002868
SHP0002869,ORD0002869,6,1,2016-03-06,2016-03-11,2016-03-10,TRK0000002869
SHP0002870,ORD0002870,10,1,2021-04-04,2021-04-09,2021-04-08,TRK0000002870
SHP0002871,ORD0002871,10,1,2024-03-29,2024-04-03,2024-04-05,TRK0000002871
SHP0002872,ORD0002872,9,2,2017-10-21,2017-10-26,,TRK0000002872
SHP0002873,ORD0002873,5,1,2025-04-01,2025-04-04,2025-04-05,TRK0000002873
SHP0002874,ORD0002874,7,5,2023-06-03,2023-06-05,,TRK0000002874
SHP0002875,ORD0002875,5,1,2019-02-19,2019-02-24,2019-02-26,TRK0000002875
SHP0002876,ORD0002876,2,1,2016-01-18,2016-01-24,2016-01-26,TRK0000002876
SHP0002877,ORD0002877,3,1,2020-01-12,2020-01-15,2020-01-16,TRK0000002877
SHP0002878,ORD0002878,3,1,2022-09-11,2022-09-15,2022-09-17,TRK0000002878
SHP0002879,ORD0002879,3,1,2019-05-16,2019-05-20,2019-05-22,TRK0000002879
SHP0002880,ORD0002880,1,1,2020-03-22,2020-03-29,2020-03-28,TRK0000002880
SHP0002881,ORD0002881,3,1,2020-03-21,2020-03-23,2020-03-22,TRK0000002881
SHP0002882,ORD0002882,8,1,2023-12-09,2023-12-12,2023-12-12,TRK0000002882
SHP0002883,ORD0002883,8,1,2024-05-24,2024-05-30,2024-05-29,TRK0000002883
SHP0002884,ORD0002884,4,1,2025-03-03,2025-03-07,2025-03-09,TRK0000002884
SHP0002885,ORD0002885,3,1,2026-04-28,2026-05-03,2026-05-02,TRK0000002885
SHP0002886,ORD0002886,4,1,2017-02-25,2017-02-27,2017-02-27,TRK0000002886
SHP0002887,ORD0002887,9,4,2020-09-23,2020-09-27,,TRK0000002887
SHP0002888,ORD0002888,9,2,2025-04-13,2025-04-17,,TRK0000002888
SHP0002889,ORD0002889,2,1,2023-01-19,2023-01-26,2023-01-27,TRK0000002889
SHP0002890,ORD0002890,7,1,2022-04-05,2022-04-07,2022-04-08,TRK0000002890
SHP0002891,ORD0002891,3,1,2021-06-05,2021-06-07,2021-06-07,TRK0000002891
SHP0002892,ORD0002892,7,1,2021-11-13,2021-11-16,2021-11-16,TRK0000002892
SHP0002893,ORD0002893,1,3,2026-03-20,2026-03-23,,TRK0000002893
SHP0002894,ORD0002894,3,1,2022-10-14,2022-10-19,2022-10-20,TRK0000002894
SHP0002895,ORD0002895,8,1,2025-10-24,2025-10-31,2025-11-01,TRK0000002895
SHP0002896,ORD0002896,3,1,2018-10-24,2018-10-31,2018-10-30,TRK0000002896
SHP0002897,ORD0002897,7,1,2019-08-30,2019-09-06,2019-09-08,TRK0000002897
SHP0002898,ORD0002898,3,1,2019-02-18,2019-02-24,2019-02-25,TRK0000002898
SHP0002899,ORD0002899,4,1,2025-04-29,2025-05-02,2025-05-01,TRK0000002899
SHP0002900,ORD0002900,4,1,2020-10-11,2020-10-17,2020-10-17,TRK0000002900
SHP0002901,ORD0002901,3,1,2016-07-20,2016-07-22,2016-07-21,TRK0000002901
SHP0002902,ORD0002902,3,1,2021-12-03,2021-12-05,2021-12-06,TRK0000002902
SHP0002903,ORD0002903,4,1,2015-02-25,2015-03-01,2015-03-03,TRK0000002903
SHP0002904,ORD0002904,8,1,2020-08-18,2020-08-20,2020-08-21,TRK0000002904
SHP0002905,ORD0002905,7,1,2019-12-18,2019-12-25,2019-12-27,TRK0000002905
SHP0002906,ORD0002906,8,3,2020-05-25,2020-06-01,,TRK0000002906
SHP0002907,ORD0002907,1,1,2021-03-04,2021-03-08,2021-03-10,TRK0000002907
SHP0002908,ORD0002908,9,1,2019-09-27,2019-10-02,2019-10-01,TRK0000002908
SHP0002909,ORD0002909,1,1,2022-11-23,2022-11-29,2022-11-28,TRK0000002909
SHP0002910,ORD0002910,10,1,2022-04-10,2022-04-15,2022-04-15,TRK0000002910
SHP0002911,ORD0002911,6,1,2017-09-17,2017-09-20,2017-09-21,TRK0000002911
SHP0002912,ORD0002912,2,1,2025-05-16,2025-05-18,2025-05-20,TRK0000002912
SHP0002913,ORD0002913,1,1,2016-05-08,2016-05-10,2016-05-09,TRK0000002913
SHP0002914,ORD0002914,1,1,2018-02-24,2018-03-01,2018-02-28,TRK0000002914
SHP0002915,ORD0002915,7,1,2021-02-20,2021-02-27,2021-02-27,TRK0000002915
SHP0002916,ORD0002916,2,1,2015-02-15,2015-02-22,2015-02-21,TRK0000002916
SHP0002917,ORD0002917,10,5,2026-03-28,2026-04-03,,TRK0000002917
SHP0002918,ORD0002918,8,1,2016-06-23,2016-06-26,2016-06-26,TRK0000002918
SHP0002919,ORD0002919,8,1,2025-04-03,2025-04-07,2025-04-07,TRK0000002919
SHP0002920,ORD0002920,6,1,2020-04-12,2020-04-16,2020-04-18,TRK0000002920
SHP0002921,ORD0002921,8,1,2017-11-27,2017-12-01,2017-12-01,TRK0000002921
SHP0002922,ORD0002922,5,1,2018-07-05,2018-07-08,2018-07-08,TRK0000002922
SHP0002923,ORD0002923,10,1,2015-02-06,2015-02-11,2015-02-12,TRK0000002923
SHP0002924,ORD0002924,7,1,2020-04-25,2020-05-02,2020-05-04,TRK0000002924
SHP0002925,ORD0002925,9,1,2022-11-17,2022-11-20,2022-11-20,TRK0000002925
SHP0002926,ORD0002926,1,1,2021-09-10,2021-09-13,2021-09-15,TRK0000002926
SHP0002927,ORD0002927,5,1,2024-07-12,2024-07-17,2024-07-19,TRK0000002927
SHP0002928,ORD0002928,7,1,2015-02-23,2015-02-25,2015-02-24,TRK0000002928
SHP0002929,ORD0002929,3,1,2017-06-30,2017-07-06,2017-07-07,TRK0000002929
SHP0002930,ORD0002930,3,5,2022-11-08,2022-11-15,,TRK0000002930
SHP0002931,ORD0002931,8,1,2018-12-24,2018-12-30,2018-12-30,TRK0000002931
SHP0002932,ORD0002932,9,1,2025-08-08,2025-08-14,2025-08-16,TRK0000002932
SHP0002933,ORD0002933,10,1,2019-11-15,2019-11-18,2019-11-19,TRK0000002933
SHP0002934,ORD0002934,2,1,2023-07-04,2023-07-06,2023-07-08,TRK0000002934
SHP0002935,ORD0002935,2,1,2016-12-26,2017-01-01,2017-01-01,TRK0000002935
SHP0002936,ORD0002936,10,1,2016-08-19,2016-08-23,2016-08-25,TRK0000002936
SHP0002937,ORD0002937,1,1,2016-03-03,2016-03-06,2016-03-07,TRK0000002937
SHP0002938,ORD0002938,8,1,2023-10-30,2023-11-06,2023-11-06,TRK0000002938
SHP0002939,ORD0002939,3,1,2025-05-08,2025-05-11,2025-05-12,TRK0000002939
SHP0002940,ORD0002940,2,1,2018-01-07,2018-01-12,2018-01-12,TRK0000002940
SHP0002941,ORD0002941,10,1,2021-01-03,2021-01-07,2021-01-08,TRK0000002941
SHP0002942,ORD0002942,6,1,2026-01-26,2026-01-29,2026-01-29,TRK0000002942
SHP0002943,ORD0002943,7,1,2019-08-24,2019-08-27,2019-08-27,TRK0000002943
SHP0002944,ORD0002944,3,1,2015-08-05,2015-08-07,2015-08-08,TRK0000002944
SHP0002945,ORD0002945,5,1,2017-01-23,2017-01-25,2017-01-27,TRK0000002945
SHP0002946,ORD0002946,10,1,2019-12-18,2019-12-21,2019-12-22,TRK0000002946
SHP0002947,ORD0002947,3,3,2022-09-13,2022-09-17,,TRK0000002947
SHP0002948,ORD0002948,5,1,2021-12-07,2021-12-12,2021-12-11,TRK0000002948
SHP0002949,ORD0002949,1,1,2024-09-13,2024-09-17,2024-09-16,TRK0000002949
SHP0002950,ORD0002950,9,1,2018-04-11,2018-04-16,2018-04-18,TRK0000002950
SHP0002951,ORD0002951,4,1,2016-05-04,2016-05-07,2016-05-07,TRK0000002951
SHP0002952,ORD0002952,6,1,2020-01-04,2020-01-08,2020-01-09,TRK0000002952
SHP0002953,ORD0002953,8,1,2023-06-13,2023-06-17,2023-06-17,TRK0000002953
SHP0002954,ORD0002954,2,1,2016-12-23,2016-12-28,2016-12-28,TRK0000002954
SHP0002955,ORD0002955,10,2,2018-09-05,2018-09-09,,TRK0000002955
SHP0002956,ORD0002956,2,1,2025-01-26,2025-01-29,2025-01-29,TRK0000002956
SHP0002957,ORD0002957,3,1,2025-08-03,2025-08-08,2025-08-09,TRK0000002957
SHP0002958,ORD0002958,1,2,2025-11-06,2025-11-11,,TRK0000002958
SHP0002959,ORD0002959,9,1,2016-09-22,2016-09-28,2016-09-28,TRK0000002959
SHP0002960,ORD0002960,5,1,2025-08-03,2025-08-08,2025-08-09,TRK0000002960
SHP0002961,ORD0002961,2,1,2015-05-11,2015-05-13,2015-05-14,TRK0000002961
SHP0002962,ORD0002962,3,1,2019-01-22,2019-01-27,2019-01-29,TRK0000002962
SHP0002963,ORD0002963,3,1,2021-06-25,2021-07-01,2021-06-30,TRK0000002963
SHP0002964,ORD0002964,9,1,2015-06-03,2015-06-10,2015-06-12,TRK0000002964
SHP0002965,ORD0002965,5,1,2023-06-24,2023-06-28,2023-06-30,TRK0000002965
SHP0002966,ORD0002966,4,1,2024-07-18,2024-07-23,2024-07-24,TRK0000002966
SHP0002967,ORD0002967,7,4,2023-10-24,2023-10-27,,TRK0000002967
SHP0002968,ORD0002968,9,1,2018-07-29,2018-08-05,2018-08-06,TRK0000002968
SHP0002969,ORD0002969,4,1,2018-08-14,2018-08-21,2018-08-20,TRK0000002969
SHP0002970,ORD0002970,1,1,2016-10-21,2016-10-28,2016-10-28,TRK0000002970
SHP0002971,ORD0002971,9,1,2020-01-22,2020-01-27,2020-01-27,TRK0000002971
SHP0002972,ORD0002972,1,1,2024-05-23,2024-05-29,2024-05-31,TRK0000002972
SHP0002973,ORD0002973,4,1,2019-11-06,2019-11-10,2019-11-12,TRK0000002973
SHP0002974,ORD0002974,10,1,2022-07-17,2022-07-20,2022-07-19,TRK0000002974
SHP0002975,ORD0002975,6,1,2021-01-05,2021-01-10,2021-01-11,TRK0000002975
SHP0002976,ORD0002976,5,1,2026-03-12,2026-03-19,2026-03-18,TRK0000002976
SHP0002977,ORD0002977,4,1,2024-05-09,2024-05-13,2024-05-15,TRK0000002977
SHP0002978,ORD0002978,4,1,2022-08-07,2022-08-14,2022-08-14,TRK0000002978
SHP0002979,ORD0002979,5,1,2015-11-10,2015-11-16,2015-11-16,TRK0000002979
SHP0002980,ORD0002980,2,3,2017-04-30,2017-05-06,,TRK0000002980
SHP0002981,ORD0002981,3,4,2017-01-04,2017-01-09,,TRK0000002981
SHP0002982,ORD0002982,6,1,2026-02-02,2026-02-09,2026-02-08,TRK0000002982
SHP0002983,ORD0002983,3,1,2025-03-28,2025-04-01,2025-03-31,TRK0000002983
SHP0002984,ORD0002984,2,1,2021-08-18,2021-08-22,2021-08-21,TRK0000002984
SHP0002985,ORD0002985,7,2,2024-04-30,2024-05-02,,TRK0000002985
SHP0002986,ORD0002986,8,1,2020-06-27,2020-07-04,2020-07-03,TRK0000002986
SHP0002987,ORD0002987,9,1,2023-12-07,2023-12-10,2023-12-11,TRK0000002987
SHP0002988,ORD0002988,1,1,2019-08-09,2019-08-15,2019-08-15,TRK0000002988
SHP0002989,ORD0002989,5,2,2020-01-31,2020-02-07,,TRK0000002989
SHP0002990,ORD0002990,5,1,2019-11-14,2019-11-16,2019-11-18,TRK0000002990
SHP0002991,ORD0002991,7,1,2017-01-01,2017-01-06,2017-01-07,TRK0000002991
SHP0002992,ORD0002992,1,1,2018-09-16,2018-09-18,2018-09-19,TRK0000002992
SHP0002993,ORD0002993,1,1,2019-07-13,2019-07-15,2019-07-15,TRK0000002993
SHP0002994,ORD0002994,10,4,2018-08-27,2018-08-29,,TRK0000002994
SHP0002995,ORD0002995,9,1,2022-04-27,2022-04-29,2022-04-28,TRK0000002995
SHP0002996,ORD0002996,5,2,2022-04-18,2022-04-20,,TRK0000002996
SHP0002997,ORD0002997,7,1,2019-08-03,2019-08-05,2019-08-07,TRK0000002997
SHP0002998,ORD0002998,9,1,2022-02-23,2022-02-27,2022-03-01,TRK0000002998
SHP0002999,ORD0002999,1,1,2020-01-03,2020-01-09,2020-01-09,TRK0000002999
SHP0003000,ORD0003000,6,1,2017-02-04,2017-02-08,2017-02-08,TRK0000003000
SHP0003001,ORD0003001,1,1,2018-07-01,2018-07-03,2018-07-02,TRK0000003001
SHP0003002,ORD0003002,2,1,2024-04-08,2024-04-13,2024-04-12,TRK0000003002
SHP0003003,ORD0003003,8,1,2026-04-17,2026-04-22,2026-04-22,TRK0000003003
SHP0003004,ORD0003004,7,1,2016-11-05,2016-11-07,2016-11-09,TRK0000003004
SHP0003005,ORD0003005,5,1,2016-05-17,2016-05-19,2016-05-21,TRK0000003005
SHP0003006,ORD0003006,7,1,2022-08-15,2022-08-19,2022-08-21,TRK0000003006
SHP0003007,ORD0003007,9,1,2018-09-05,2018-09-08,2018-09-07,TRK0000003007
SHP0003008,ORD0003008,9,1,2024-07-04,2024-07-11,2024-07-13,TRK0000003008
SHP0003009,ORD0003009,1,1,2024-04-16,2024-04-23,2024-04-22,TRK0000003009
SHP0003010,ORD0003010,7,1,2024-03-30,2024-04-05,2024-04-04,TRK0000003010
SHP0003011,ORD0003011,4,1,2019-10-26,2019-10-28,2019-10-29,TRK0000003011
SHP0003012,ORD0003012,3,1,2017-11-21,2017-11-25,2017-11-24,TRK0000003012
SHP0003013,ORD0003013,7,3,2018-08-05,2018-08-07,,TRK0000003013
SHP0003014,ORD0003014,4,5,2025-10-11,2025-10-15,,TRK0000003014
SHP0003015,ORD0003015,5,2,2026-05-04,2026-05-06,,TRK0000003015
SHP0003016,ORD0003016,7,1,2023-04-30,2023-05-03,2023-05-03,TRK0000003016
SHP0003017,ORD0003017,10,1,2024-03-27,2024-04-01,2024-04-02,TRK0000003017
SHP0003018,ORD0003018,4,2,2020-01-28,2020-02-03,,TRK0000003018
SHP0003019,ORD0003019,7,1,2017-07-10,2017-07-16,2017-07-15,TRK0000003019
SHP0003020,ORD0003020,10,1,2017-07-23,2017-07-25,2017-07-24,TRK0000003020
SHP0003021,ORD0003021,9,1,2019-05-19,2019-05-25,2019-05-25,TRK0000003021
SHP0003022,ORD0003022,6,3,2021-09-25,2021-09-27,,TRK0000003022
SHP0003023,ORD0003023,4,1,2019-07-27,2019-07-29,2019-07-29,TRK0000003023
SHP0003024,ORD0003024,4,1,2019-11-06,2019-11-10,2019-11-09,TRK0000003024
SHP0003025,ORD0003025,8,1,2024-07-12,2024-07-16,2024-07-15,TRK0000003025
SHP0003026,ORD0003026,9,1,2018-06-23,2018-06-28,2018-06-28,TRK0000003026
SHP0003027,ORD0003027,8,1,2026-04-15,2026-04-22,2026-04-22,TRK0000003027
SHP0003028,ORD0003028,6,1,2019-04-19,2019-04-24,2019-04-25,TRK0000003028
SHP0003029,ORD0003029,1,1,2017-05-09,2017-05-11,2017-05-10,TRK0000003029
SHP0003030,ORD0003030,1,1,2016-06-08,2016-06-11,2016-06-13,TRK0000003030
SHP0003031,ORD0003031,2,1,2018-02-14,2018-02-19,2018-02-20,TRK0000003031
SHP0003032,ORD0003032,3,1,2021-08-21,2021-08-25,2021-08-25,TRK0000003032
SHP0003033,ORD0003033,4,5,2019-07-09,2019-07-15,,TRK0000003033
SHP0003034,ORD0003034,9,1,2023-01-29,2023-02-02,2023-02-01,TRK0000003034
SHP0003035,ORD0003035,8,1,2021-11-20,2021-11-24,2021-11-26,TRK0000003035
SHP0003036,ORD0003036,7,1,2024-04-04,2024-04-09,2024-04-08,TRK0000003036
SHP0003037,ORD0003037,5,1,2017-10-28,2017-11-04,2017-11-03,TRK0000003037
SHP0003038,ORD0003038,7,1,2020-05-02,2020-05-04,2020-05-03,TRK0000003038
SHP0003039,ORD0003039,2,1,2019-09-23,2019-09-27,2019-09-29,TRK0000003039
SHP0003040,ORD0003040,3,1,2026-07-27,2026-08-01,2026-07-31,TRK0000003040
SHP0003041,ORD0003041,1,1,2015-06-15,2015-06-19,2015-06-19,TRK0000003041
SHP0003042,ORD0003042,7,1,2024-11-04,2024-11-07,2024-11-09,TRK0000003042
SHP0003043,ORD0003043,5,1,2020-01-12,2020-01-15,2020-01-16,TRK0000003043
SHP0003044,ORD0003044,6,1,2019-12-14,2019-12-20,2019-12-22,TRK0000003044
SHP0003045,ORD0003045,4,1,2024-06-21,2024-06-24,2024-06-25,TRK0000003045
SHP0003046,ORD0003046,9,2,2020-11-04,2020-11-09,,TRK0000003046
SHP0003047,ORD0003047,9,1,2020-05-11,2020-05-18,2020-05-17,TRK0000003047
SHP0003048,ORD0003048,5,1,2022-01-31,2022-02-05,2022-02-06,TRK0000003048
SHP0003049,ORD0003049,5,1,2019-07-28,2019-08-01,2019-07-31,TRK0000003049
SHP0003050,ORD0003050,1,1,2016-12-25,2016-12-27,2016-12-28,TRK0000003050
SHP0003051,ORD0003051,5,1,2016-03-16,2016-03-22,2016-03-23,TRK0000003051
SHP0003052,ORD0003052,2,1,2022-03-18,2022-03-20,2022-03-21,TRK0000003052
SHP0003053,ORD0003053,9,1,2022-03-16,2022-03-22,2022-03-21,TRK0000003053
SHP0003054,ORD0003054,8,1,2023-01-05,2023-01-10,2023-01-10,TRK0000003054
SHP0003055,ORD0003055,5,2,2016-07-18,2016-07-23,,TRK0000003055
SHP0003056,ORD0003056,8,1,2016-04-30,2016-05-02,2016-05-01,TRK0000003056
SHP0003057,ORD0003057,7,2,2020-02-26,2020-03-04,,TRK0000003057
SHP0003058,ORD0003058,9,1,2019-03-13,2019-03-20,2019-03-22,TRK0000003058
SHP0003059,ORD0003059,2,1,2015-05-11,2015-05-17,2015-05-16,TRK0000003059
