ReturnID,OrderItemID,ReturnReasonID,ReturnDate,ReturnCondition
RET0001643,OI00024744,15,2017-05-09,Opened
RET0001644,OI00024749,7,2019-08-31,Defective
RET0001645,OI00024757,17,2024-09-22,Opened
RET0001646,OI00024772,2,2025-03-07,Sealed
RET0001647,OI00024789,18,2018-09-16,Defective
RET0001648,OI00024809,17,2024-12-13,Damaged
RET0001649,OI00024810,2,2024-12-24,Opened
RET0001650,OI00024818,6,2022-10-18,Defective
RET0001651,OI00024844,12,2015-04-14,Opened
RET0001652,OI00024850,16,2018-02-07,Defective
RET0001653,OI00024869,2,2021-11-29,Opened
RET0001654,OI00024872,9,2023-10-07,Defective
RET0001655,OI00024934,18,2025-03-08,Damaged
RET0001656,OI00024966,5,2015-01-20,Opened
RET0001657,OI00024969,8,2019-09-10,Opened
RET0001658,OI00024979,17,2024-10-12,Opened
RET0001659,OI00024980,8,2021-05-05,Damaged
RET0001660,OI00024985,12,2024-08-03,Sealed
RET0001661,OI00024997,10,2025-06-16,Defective
RET0001662,OI00024999,5,2025-06-18,Opened
RET0001663,OI00025000,15,2024-03-03,Opened
RET0001664,OI00025003,12,2019-04-07,Sealed
RET0001665,OI00025010,16,2022-12-31,Opened
RET0001666,OI00025057,5,2017-02-06,Sealed
RET0001667,OI00025058,11,2021-07-13,Opened
RET0001668,OI00025062,1,2025-04-11,Opened
RET0001669,OI00025072,16,2015-05-09,Defective
RET0001670,OI00025076,14,2021-03-23,Opened
RET0001671,OI00025078,12,2020-07-30,Defective
RET0001672,OI00025079,13,2025-01-24,Opened
RET0001673,OI00025099,10,2020-07-05,Sealed
RET0001674,OI00025112,16,2021-11-01,Opened
RET0001675,OI00025116,1,2019-09-20,Damaged
RET0001676,OI00025133,13,2018-04-16,Defective
RET0001677,OI00025142,6,2018-10-26,Opened
RET0001678,OI00025176,6,2015-10-01,Sealed
RET0001679,OI00025193,14,2016-08-14,Damaged
RET0001680,OI00025208,2,2015-02-03,Opened
RET0001681,OI00025212,7,2015-01-13,Opened
RET0001682,OI00025290,15,2026-01-15,Sealed
RET0001683,OI00025303,5,2017-08-24,Defective
RET0001684,OI00025326,13,2022-05-15,Sealed
RET0001685,OI00025338,13,2020-08-23,Damaged
RET0001686,OI00025342,7,2024-05-18,Sealed
RET0001687,OI00025366,6,2020-06-06,Damaged
RET0001688,OI00025369,14,2024-04-06,Sealed
RET0001689,OI00025372,11,2023-04-20,Defective
RET0001690,OI00025393,13,2023-01-20,Damaged
RET0001691,OI00025425,15,2021-04-21,Opened
RET0001692,OI00025458,11,2021-02-13,Sealed
RET0001693,OI00025459,1,2021-02-02,Damaged
RET0001694,OI00025471,1,2021-05-17,Sealed
RET0001695,OI00025472,10,2020-01-19,Opened
RET0001696,OI00025494,6,2021-01-31,Damaged
RET0001697,OI00025496,18,2021-01-26,Sealed
RET0001698,OI00025502,18,2016-11-20,Damaged
RET0001699,OI00025512,4,2019-07-21,Opened
RET0001700,OI00025526,4,2023-09-29,Opened
RET0001701,OI00025537,1,2026-06-09,Opened
RET0001702,OI00025542,17,2020-08-29,Opened
RET0001703,OI00025571,6,2016-03-20,Opened
RET0001704,OI00025613,16,2020-02-02,Opened
RET0001705,OI00025664,11,2025-04-18,Opened
RET0001706,OI00025683,14,2015-03-01,Damaged
RET0001707,OI00025697,13,2016-05-25,Damaged
RET0001708,OI00025707,18,2017-06-03,Damaged
RET0001709,OI00025719,8,2020-12-09,Damaged
RET0001710,OI00025752,7,2025-10-02,Defective
RET0001711,OI00025759,2,2025-08-08,Opened
RET0001712,OI00025787,4,2021-09-12,Sealed
RET0001713,OI00025793,4,2015-03-20,Damaged
RET0001714,OI00025796,12,2022-07-24,Defective
RET0001715,OI00025816,12,2015-03-27,Sealed
RET0001716,OI00025817,9,2022-02-08,Opened
RET0001717,OI00025822,6,2016-07-21,Damaged
RET0001718,OI00025833,14,2023-07-15,Damaged
RET0001719,OI00025834,3,2018-09-29,Damaged
RET0001720,OI00025837,13,2019-12-22,Opened
RET0001721,OI00025857,1,2020-05-12,Opened
RET0001722,OI00025873,14,2018-01-10,Opened
RET0001723,OI00025882,9,2026-08-09,Defective
RET0001724,OI00025883,14,2026-08-05,Sealed
RET0001725,OI00025889,17,2022-09-11,Sealed
RET0001726,OI00025894,17,2025-08-19,Opened
RET0001727,OI00025897,3,2018-05-30,Sealed
RET0001728,OI00025903,3,2025-01-02,Damaged
RET0001729,OI00025912,7,2024-08-11,Sealed
RET0001730,OI00025927,8,2015-06-16,Opened
RET0001731,OI00025928,3,2020-11-21,Damaged
RET0001732,OI00025939,1,2023-11-17,Damaged
RET0001733,OI00025949,18,2017-07-21,Sealed
RET0001734,OI00025963,14,2026-02-15,Defective
RET0001735,OI00025973,9,2021-07-24,Opened
RET0001736,OI00025976,13,2018-05-01,Opened
RET0001737,OI00025982,9,2022-08-07,Opened
RET0001738,OI00025991,12,2016-07-02,Damaged
RET0001739,OI00026012,9,2022-05-04,Damaged
RET0001740,OI00026013,13,2022-04-26,Defective
RET0001741,OI00026020,13,2024-11-08,Opened
RET0001742,OI00026022,14,2024-10-18,Opened
RET0001743,OI00026121,5,2026-01-08,Damaged
RET0001744,OI00026124,2,2022-09-14,Defective
RET0001745,OI00026140,1,2019-04-10,Damaged
RET0001746,OI00026172,17,2024-03-04,Opened
RET0001747,OI00026207,13,2025-07-30,Damaged
RET0001748,OI00026209,16,2025-07-24,Opened
RET0001749,OI00026216,7,2015-08-25,Defective
RET0001750,OI00026238,14,2015-03-02,Defective
RET0001751,OI00026257,12,2024-10-11,Sealed
RET0001752,OI00026277,12,2025-04-18,Opened
RET0001753,OI00026303,12,2017-06-30,Damaged
RET0001754,OI00026314,12,2019-08-08,Sealed
RET0001755,OI00026325,14,2015-02-03,Opened
RET0001756,OI00026340,18,2026-02-07,Opened
RET0001757,OI00026355,15,2025-01-02,Opened
RET0001758,OI00026359,16,2024-12-19,Sealed
RET0001759,OI00026384,15,2023-08-30,Opened
RET0001760,OI00026402,16,2015-10-06,Sealed
RET0001761,OI00026414,3,2019-03-06,Opened
RET0001762,OI00026424,6,2024-01-27,Opened
RET0001763,OI00026453,11,2017-08-31,Sealed
RET0001764,OI00026465,1,2019-08-10,Damaged
RET0001765,OI00026503,17,2020-11-16,Damaged
RET0001766,OI00026523,18,2019-09-02,Opened
RET0001767,OI00026531,1,2020-06-23,Sealed
RET0001768,OI00026541,16,2019-04-13,Damaged
RET0001769,OI00026548,2,2018-11-18,Opened
RET0001770,OI00026567,1,2017-10-16,Damaged
RET0001771,OI00026572,5,2016-12-10,Damaged
RET0001772,OI00026593,16,2022-06-20,Defective
RET0001773,OI00026608,17,2016-11-11,Defective
RET0001774,OI00026618,8,2019-04-29,Damaged
RET0001775,OI00026632,18,2025-01-13,Opened
RET0001776,OI00026638,5,2020-03-19,Opened
RET0001777,OI00026660,9,2024-11-30,Opened
RET0001778,OI00026738,12,2018-07-04,Damaged
RET0001779,OI00026744,1,2022-07-31,Opened
RET0001780,OI00026749,16,2023-03-12,Damaged
RET0001781,OI00026764,6,2025-12-20,Opened
RET0001782,OI00026799,17,2019-03-28,Opened
RET0001783,OI00026816,13,2022-11-16,Opened
RET0001784,OI00026817,7,2022-11-11,Defective
RET0001785,OI00026839,9,2023-10-13,Damaged
RET0001786,OI00026841,2,2022-06-04,Damaged
RET0001787,OI00026847,15,2019-02-16,Defective
RET0001788,OI00026852,12,2017-01-29,Defective
RET0001789,OI00026857,4,2019-07-27,Opened
RET0001790,OI00026865,15,2025-04-09,Opened
RET0001791,OI00026881,7,2022-01-21,Defective
RET0001792,OI00026884,17,2022-01-18,Opened
RET0001793,OI00026888,12,2026-06-29,Sealed
RET0001794,OI00026889,1,2026-07-01,Defective
RET0001795,OI00026899,6,2022-02-14,Damaged
RET0001796,OI00026931,4,2015-01-27,Opened
RET0001797,OI00026951,4,2015-09-26,Defective
RET0001798,OI00026953,10,2015-09-28,Sealed
RET0001799,OI00026989,9,2016-03-18,Sealed
RET0001800,OI00026993,14,2023-02-11,Sealed
RET0001801,OI00027003,1,2016-08-23,Damaged
RET0001802,OI00027019,3,2024-12-24,Defective
RET0001803,OI00027032,5,2015-01-28,Opened
RET0001804,OI00027067,10,2016-03-20,Opened
RET0001805,OI00027080,7,2020-08-28,Defective
RET0001806,OI00027090,18,2020-02-13,Opened
RET0001807,OI00027094,3,2023-08-23,Damaged
RET0001808,OI00027096,13,2025-04-19,Opened
RET0001809,OI00027143,8,2015-11-18,Opened
RET0001810,OI00027144,5,2015-11-18,Opened
RET0001811,OI00027149,14,2017-04-13,Opened
RET0001812,OI00027152,2,2024-07-02,Opened
RET0001813,OI00027155,1,2021-06-23,Sealed
RET0001814,OI00027182,11,2022-07-14,Damaged
RET0001815,OI00027188,13,2017-03-29,Opened
RET0001816,OI00027203,12,2021-10-06,Sealed
RET0001817,OI00027208,13,2023-11-29,Sealed
RET0001818,OI00027222,1,2025-12-05,Opened
RET0001819,OI00027239,2,2021-05-17,Damaged
RET0001820,OI00027246,18,2018-06-12,Defective
RET0001821,OI00027268,8,2018-05-13,Sealed
RET0001822,OI00027311,12,2025-11-25,Opened
RET0001823,OI00027324,10,2024-05-14,Damaged
RET0001824,OI00027326,4,2015-02-19,Opened
RET0001825,OI00027329,5,2019-06-27,Opened
RET0001826,OI00027338,11,2019-06-23,Opened
RET0001827,OI00027370,4,2017-10-03,Sealed
RET0001828,OI00027378,11,2021-03-24,Opened
RET0001829,OI00027393,10,2026-04-23,Defective
RET0001830,OI00027411,13,2016-06-13,Defective
RET0001831,OI00027424,16,2025-04-02,Defective
RET0001832,OI00027462,9,2024-12-13,Opened
RET0001833,OI00027472,18,2020-02-12,Sealed
RET0001834,OI00027477,2,2024-03-06,Defective
RET0001835,OI00027489,15,2021-10-19,Defective
RET0001836,OI00027498,15,2026-04-14,Sealed
RET0001837,OI00027519,5,2023-11-10,Damaged
RET0001838,OI00027524,5,2015-06-10,Damaged
RET0001839,OI00027548,10,2022-01-12,Damaged
RET0001840,OI00027559,14,2015-03-05,Opened
RET0001841,OI00027574,11,2016-02-15,Damaged
RET0001842,OI00027581,8,2021-03-25,Damaged
RET0001843,OI00027600,15,2023-12-01,Opened
RET0001844,OI00027608,16,2021-07-20,Sealed
RET0001845,OI00027619,8,2024-02-25,Damaged
RET0001846,OI00027631,9,2015-12-01,Defective
RET0001847,OI00027637,11,2026-07-15,Sealed
RET0001848,OI00027642,10,2022-04-12,Sealed
RET0001849,OI00027651,7,2021-03-13,Damaged
RET0001850,OI00027668,9,2019-05-06,Opened
RET0001851,OI00027690,7,2016-12-27,Damaged
RET0001852,OI00027703,6,2025-01-05,Damaged
RET0001853,OI00027708,11,2020-02-29,Sealed
RET0001854,OI00027733,14,2025-05-11,Opened
RET0001855,OI00027737,3,2021-04-21,Opened
RET0001856,OI00027739,18,2017-11-27,Sealed
RET0001857,OI00027746,9,2025-01-23,Opened
RET0001858,OI00027757,7,2023-12-23,Sealed
RET0001859,OI00027762,3,2018-12-27,Sealed
RET0001860,OI00027769,1,2021-10-30,Defective
RET0001861,OI00027771,9,2025-10-26,Damaged
RET0001862,OI00027787,17,2019-10-21,Opened
RET0001863,OI00027817,8,2023-07-06,Damaged
RET0001864,OI00027827,1,2019-05-15,Sealed
RET0001865,OI00027833,18,2023-02-03,Defective
RET0001866,OI00027840,2,2020-12-08,Sealed
RET0001867,OI00027853,2,2022-09-06,Defective
RET0001868,OI00027874,15,2016-01-25,Sealed
RET0001869,OI00027883,13,2015-03-30,Sealed
RET0001870,OI00027898,13,2023-12-19,Opened
RET0001871,OI00027929,11,2024-01-13,Opened
RET0001872,OI00027953,4,2019-10-30,Defective
RET0001873,OI00027971,2,2025-11-05,Sealed
RET0001874,OI00027982,16,2018-12-03,Damaged
RET0001875,OI00028000,14,2019-06-25,Opened
RET0001876,OI00028004,16,2023-01-23,Sealed
RET0001877,OI00028021,2,2019-11-11,Sealed
RET0001878,OI00028028,16,2015-09-24,Opened
RET0001879,OI00028042,7,2019-02-16,Opened
RET0001880,OI00028045,15,2019-02-08,Sealed
RET0001881,OI00028046,4,2019-02-17,Opened
RET0001882,OI00028047,5,2024-01-15,Damaged
RET0001883,OI00028055,1,2024-01-17,Sealed
RET0001884,OI00028063,18,2020-03-02,Damaged
RET0001885,OI00028075,5,2024-02-08,Opened
RET0001886,OI00028101,1,2022-09-09,Opened
RET0001887,OI00028110,7,2025-01-21,Sealed
RET0001888,OI00028121,2,2016-10-20,Defective
RET0001889,OI00028150,14,2015-02-22,Damaged
RET0001890,OI00028164,5,2016-10-25,Damaged
RET0001891,OI00028174,14,2020-08-29,Opened
RET0001892,OI00028177,3,2022-01-02,Damaged
RET0001893,OI00028193,4,2017-01-29,Sealed
RET0001894,OI00028197,2,2026-03-09,Sealed
RET0001895,OI00028203,7,2023-09-06,Opened
RET0001896,OI00028214,2,2020-02-05,Opened
RET0001897,OI00028232,15,2019-12-04,Defective
RET0001898,OI00028276,9,2021-09-27,Damaged
RET0001899,OI00028284,15,2016-07-20,Defective
RET0001900,OI00028310,3,2021-06-25,Damaged
RET0001901,OI00028327,9,2020-10-28,Opened
RET0001902,OI00028333,12,2023-12-07,Opened
RET0001903,OI00028337,16,2015-08-23,Defective
RET0001904,OI00028339,1,2015-06-20,Opened
RET0001905,OI00028349,18,2024-04-10,Sealed
RET0001906,OI00028372,14,2024-09-04,Opened
RET0001907,OI00028476,9,2024-08-18,Sealed
RET0001908,OI00028488,16,2025-10-22,Damaged
RET0001909,OI00028493,7,2020-01-08,Sealed
RET0001910,OI00028512,14,2016-02-17,Defective
RET0001911,OI00028558,17,2025-02-24,Sealed
RET0001912,OI00028561,9,2023-09-17,Sealed
RET0001913,OI00028584,1,2015-10-15,Sealed
RET0001914,OI00028621,1,2016-06-21,Damaged
RET0001915,OI00028658,10,2022-09-12,Sealed
RET0001916,OI00028667,18,2025-05-15,Opened
RET0001917,OI00028689,12,2016-04-18,Sealed
RET0001918,OI00028692,12,2015-01-08,Damaged
RET0001919,OI00028704,1,2023-04-08,Sealed
RET0001920,OI00028729,4,2015-11-04,Damaged
RET0001921,OI00028736,2,2023-01-15,Sealed
RET0001922,OI00028741,7,2016-04-20,Defective
RET0001923,OI00028780,11,2019-12-30,Damaged
RET0001924,OI00028794,1,2020-12-01,Sealed
RET0001925,OI00028828,16,2022-08-15,Opened
RET0001926,OI00028833,1,2019-09-21,Sealed
RET0001927,OI00028842,7,2015-01-30,Damaged
RET0001928,OI00028862,2,2023-05-29,Sealed
RET0001929,OI00028882,13,2022-06-07,Opened
RET0001930,OI00028913,7,2019-11-21,Opened
RET0001931,OI00028920,2,2015-12-26,Opened
RET0001932,OI00028925,5,2022-10-22,Sealed
RET0001933,OI00028929,16,2017-07-12,Damaged
RET0001934,OI00028938,1,2023-10-27,Opened
RET0001935,OI00028943,8,2015-10-28,Sealed
RET0001936,OI00028966,3,2025-10-15,Opened
RET0001937,OI00028970,8,2019-07-21,Opened
RET0001938,OI00028973,5,2015-02-08,Defective
RET0001939,OI00028975,12,2023-02-14,Opened
RET0001940,OI00029004,13,2024-06-25,Sealed
RET0001941,OI00029018,7,2017-03-16,Defective
RET0001942,OI00029023,14,2016-05-25,Sealed
RET0001943,OI00029028,3,2026-04-20,Sealed
RET0001944,OI00029032,18,2015-08-01,Opened
RET0001945,OI00029038,5,2018-04-12,Opened
RET0001946,OI00029039,11,2018-04-16,Sealed
RET0001947,OI00029043,11,2023-04-25,Opened
RET0001948,OI00029048,2,2022-01-03,Opened
RET0001949,OI00029063,7,2023-09-05,Sealed
RET0001950,OI00029070,15,2017-12-19,Defective
RET0001951,OI00029079,15,2024-05-04,Damaged
RET0001952,OI00029090,15,2025-04-13,Damaged
RET0001953,OI00029098,2,2017-11-28,Sealed
RET0001954,OI00029104,12,2017-11-30,Defective
RET0001955,OI00029108,17,2024-08-04,Sealed
RET0001956,OI00029109,4,2024-08-05,Opened
RET0001957,OI00029112,11,2026-06-06,Opened
RET0001958,OI00029115,14,2022-01-17,Sealed
RET0001959,OI00029119,16,2025-07-25,Sealed
RET0001960,OI00029128,4,2020-09-16,Opened
RET0001961,OI00029167,9,2026-01-10,Sealed
RET0001962,OI00029168,1,2026-01-07,Opened
RET0001963,OI00029171,14,2015-08-04,Opened
RET0001964,OI00029173,2,2015-07-27,Opened
RET0001965,OI00029201,8,2017-04-01,Sealed
RET0001966,OI00029210,6,2018-08-01,Sealed
RET0001967,OI00029222,10,2017-08-05,Sealed
RET0001968,OI00029247,17,2020-09-29,Opened
RET0001969,OI00029314,2,2023-12-28,Defective
RET0001970,OI00029315,6,2019-10-14,Opened
RET0001971,OI00029334,3,2022-02-21,Defective
RET0001972,OI00029345,7,2020-04-23,Damaged
RET0001973,OI00029367,8,2023-01-04,Sealed
RET0001974,OI00029387,11,2020-01-04,Opened
RET0001975,OI00029415,13,2023-10-03,Sealed
RET0001976,OI00029437,1,2021-10-31,Damaged
RET0001977,OI00029450,18,2018-01-14,Defective
RET0001978,OI00029454,1,2023-03-29,Sealed
RET0001979,OI00029503,13,2025-05-18,Opened
RET0001980,OI00029506,12,2021-07-25,Opened
RET0001981,OI00029531,2,2020-01-30,Damaged
RET0001982,OI00029598,9,2021-06-07,Opened
RET0001983,OI00029606,12,2022-11-25,Sealed
RET0001984,OI00029621,8,2018-09-16,Opened
RET0001985,OI00029623,4,2015-03-04,Damaged
RET0001986,OI00029631,1,2016-04-18,Defective
RET0001987,OI00029679,6,2015-12-21,Opened
RET0001988,OI00029706,15,2022-11-11,Sealed
RET0001989,OI00029708,11,2018-05-16,Damaged
RET0001990,OI00029732,18,2020-07-15,Damaged
RET0001991,OI00029746,1,2016-10-05,Damaged
RET0001992,OI00029782,16,2015-12-31,Sealed
RET0001993,OI00029793,16,2024-10-21,Sealed
RET0001994,OI00029809,12,2021-09-18,Opened
RET0001995,OI00029814,3,2019-10-31,Opened
RET0001996,OI00029825,12,2022-01-19,Opened
RET0001997,OI00029832,5,2025-03-06,Damaged
RET0001998,OI00029883,14,2023-08-25,Defective
RET0001999,OI00029897,13,2025-07-22,Defective
RET0002000,OI00029907,11,2017-12-31,Opened
RET0002001,OI00029914,16,2018-12-03,Sealed
RET0002002,OI00029960,9,2024-02-06,Damaged
RET0002003,OI00029988,16,2020-06-14,Sealed
RET0002004,OI00030019,14,2018-07-15,Damaged
RET0002005,OI00030020,17,2018-07-26,Opened
RET0002006,OI00030026,18,2019-07-29,Sealed
RET0002007,OI00030035,6,2022-01-10,Opened
RET0002008,OI00030048,6,2020-05-27,Opened
RET0002009,OI00030055,4,2025-07-01,Opened
RET0002010,OI00030056,6,2025-06-24,Defective
RET0002011,OI00030068,4,2015-02-20,Defective
RET0002012,OI00030091,7,2022-10-20,Opened
RET0002013,OI00030106,18,2016-07-04,Sealed
RET0002014,OI00030125,10,2017-11-17,Opened
RET0002015,OI00030128,8,2026-08-07,Sealed
RET0002016,OI00030144,6,2020-11-03,Damaged
RET0002017,OI00030147,14,2022-05-18,Sealed
RET0002018,OI00030223,8,2019-11-10,Opened
RET0002019,OI00030227,11,2015-05-22,Sealed
RET0002020,OI00030228,3,2023-07-16,Sealed
RET0002021,OI00030251,5,2017-10-20,Sealed
RET0002022,OI00030268,6,2020-01-31,Sealed
RET0002023,OI00030280,9,2021-01-01,Sealed
RET0002024,OI00030281,12,2017-04-20,Sealed
RET0002025,OI00030300,8,2018-02-05,Opened
RET0002026,OI00030301,6,2018-02-13,Sealed
RET0002027,OI00030309,1,2016-07-16,Opened
RET0002028,OI00030318,13,2023-12-11,Sealed
RET0002029,OI00030349,7,2023-11-20,Sealed
RET0002030,OI00030357,2,2017-06-25,Opened
RET0002031,OI00030359,10,2016-09-21,Opened
RET0002032,OI00030362,10,2022-05-17,Defective
RET0002033,OI00030363,4,2018-04-26,Damaged
RET0002034,OI00030382,12,2021-01-02,Sealed
RET0002035,OI00030391,3,2023-12-28,Damaged
RET0002036,OI00030408,17,2016-03-12,Damaged
RET0002037,OI00030436,18,2023-11-15,Opened
RET0002038,OI00030478,4,2024-06-12,Defective
RET0002039,OI00030483,10,2020-06-19,Opened
RET0002040,OI00030486,13,2020-10-28,Opened
RET0002041,OI00030491,15,2025-02-25,Sealed
RET0002042,OI00030493,9,2022-06-27,Opened
RET0002043,OI00030498,18,2020-07-20,Sealed
RET0002044,OI00030501,13,2025-01-09,Damaged
RET0002045,OI00030536,5,2017-07-16,Sealed
RET0002046,OI00030561,13,2016-03-11,Opened
RET0002047,OI00030573,10,2020-08-22,Damaged
RET0002048,OI00030604,16,2022-01-31,Defective
RET0002049,OI00030618,8,2015-12-25,Sealed
RET0002050,OI00030620,6,2019-12-04,Opened
RET0002051,OI00030637,6,2021-09-29,Sealed
RET0002052,OI00030645,17,2016-07-29,Opened
RET0002053,OI00030655,4,2026-06-18,Sealed
RET0002054,OI00030691,3,2019-10-29,Opened
RET0002055,OI00030710,15,2020-07-22,Opened
RET0002056,OI00030712,11,2019-08-23,Opened
RET0002057,OI00030728,15,2022-01-10,Opened
RET0002058,OI00030759,13,2016-11-01,Sealed
RET0002059,OI00030760,13,2016-11-03,Opened
RET0002060,OI00030768,18,2024-03-12,Opened
RET0002061,OI00030774,3,2018-08-25,Opened
RET0002062,OI00030777,15,2016-08-03,Opened
RET0002063,OI00030780,4,2017-02-12,Opened
RET0002064,OI00030781,8,2017-02-11,Opened
RET0002065,OI00030785,15,2020-06-22,Opened
RET0002066,OI00030789,17,2021-05-08,Damaged
RET0002067,OI00030797,2,2016-10-24,Opened
RET0002068,OI00030819,9,2021-01-06,Sealed
RET0002069,OI00030832,6,2022-05-19,Opened
RET0002070,OI00030840,7,2015-09-11,Opened
RET0002071,OI00030844,10,2016-12-29,Defective
RET0002072,OI00030898,5,2023-02-27,Sealed
RET0002073,OI00030910,7,2026-07-08,Sealed
RET0002074,OI00030915,5,2015-10-31,Damaged
RET0002075,OI00030919,8,2018-07-17,Opened
RET0002076,OI00030920,4,2018-10-03,Sealed
RET0002077,OI00030936,7,2017-04-19,Damaged
RET0002078,OI00030973,9,2026-04-24,Opened
RET0002079,OI00031010,14,2019-02-15,Opened
RET0002080,OI00031011,5,2019-02-14,Defective
RET0002081,OI00031018,17,2017-04-09,Opened
RET0002082,OI00031029,9,2021-03-22,Sealed
RET0002083,OI00031030,6,2021-03-25,Opened
RET0002084,OI00031033,10,2016-06-12,Defective
RET0002085,OI00031039,7,2018-11-05,Opened
RET0002086,OI00031081,14,2018-01-19,Sealed
RET0002087,OI00031097,15,2016-08-04,Opened
RET0002088,OI00031104,11,2025-09-30,Sealed
RET0002089,OI00031121,4,2023-09-06,Damaged
RET0002090,OI00031124,13,2016-09-17,Defective
RET0002091,OI00031141,17,2025-08-03,Opened
RET0002092,OI00031146,13,2026-06-11,Opened
RET0002093,OI00031160,7,2015-04-11,Sealed
RET0002094,OI00031171,12,2021-01-28,Opened
RET0002095,OI00031172,16,2021-02-03,Defective
RET0002096,OI00031173,12,2018-02-07,Defective
RET0002097,OI00031175,8,2018-02-13,Defective
RET0002098,OI00031216,1,2025-02-09,Opened
RET0002099,OI00031264,5,2025-01-05,Sealed
RET0002100,OI00031265,4,2024-12-29,Sealed
RET0002101,OI00031277,17,2026-04-03,Damaged
RET0002102,OI00031282,3,2018-10-23,Damaged
RET0002103,OI00031356,4,2017-12-27,Opened
RET0002104,OI00031359,3,2016-12-27,Damaged
RET0002105,OI00031398,9,2019-03-28,Opened
RET0002106,OI00031414,6,2017-12-06,Defective
RET0002107,OI00031436,7,2018-05-01,Damaged
RET0002108,OI00031438,16,2024-12-28,Defective
RET0002109,OI00031456,18,2015-06-09,Damaged
RET0002110,OI00031459,18,2021-10-12,Opened
RET0002111,OI00031468,6,2022-05-25,Opened
RET0002112,OI00031478,11,2023-06-13,Sealed
RET0002113,OI00031481,4,2018-09-11,Damaged
RET0002114,OI00031499,1,2025-01-30,Defective
RET0002115,OI00031506,1,2018-06-06,Opened
RET0002116,OI00031515,4,2020-02-04,Defective
RET0002117,OI00031528,9,2020-04-16,Opened
RET0002118,OI00031539,10,2025-12-11,Sealed
RET0002119,OI00031542,16,2025-12-09,Defective
RET0002120,OI00031562,12,2019-11-18,Damaged
RET0002121,OI00031565,10,2019-11-20,Opened
RET0002122,OI00031570,18,2021-04-19,Sealed
RET0002123,OI00031571,3,2021-04-22,Damaged
RET0002124,OI00031594,7,2024-03-03,Opened
RET0002125,OI00031615,9,2021-03-26,Opened
RET0002126,OI00031621,12,2019-10-25,Damaged
RET0002127,OI00031635,2,2015-07-07,Opened
RET0002128,OI00031641,8,2023-07-03,Damaged
RET0002129,OI00031644,9,2018-09-03,Sealed
RET0002130,OI00031645,4,2017-06-22,Opened
RET0002131,OI00031647,11,2017-07-01,Sealed
RET0002132,OI00031648,6,2018-06-01,Damaged
RET0002133,OI00031649,2,2021-10-23,Sealed
RET0002134,OI00031658,18,2019-10-29,Sealed
RET0002135,OI00031665,15,2025-12-10,Defective
RET0002136,OI00031671,8,2021-09-26,Opened
RET0002137,OI00031707,12,2019-07-13,Damaged
RET0002138,OI00031709,6,2015-10-04,Opened
RET0002139,OI00031753,1,2024-08-18,Opened
RET0002140,OI00031771,2,2016-06-14,Opened
RET0002141,OI00031811,13,2025-03-11,Damaged
RET0002142,OI00031829,17,2015-07-01,Defective
RET0002143,OI00031864,18,2017-07-03,Damaged
RET0002144,OI00031876,1,2024-03-05,Damaged
RET0002145,OI00031888,15,2026-04-22,Opened
RET0002146,OI00031896,10,2018-08-27,Defective
RET0002147,OI00031906,16,2023-05-10,Damaged
RET0002148,OI00031926,9,2023-11-05,Opened
RET0002149,OI00031928,17,2024-03-28,Damaged
RET0002150,OI00031941,18,2026-02-02,Opened
RET0002151,OI00031971,12,2016-03-30,Damaged
RET0002152,OI00031998,2,2017-03-08,Opened
RET0002153,OI00032021,17,2020-11-28,Opened
RET0002154,OI00032048,2,2025-06-19,Defective
RET0002155,OI00032059,2,2015-10-20,Opened
RET0002156,OI00032063,18,2018-01-09,Damaged
RET0002157,OI00032078,3,2015-06-05,Defective
RET0002158,OI00032083,4,2023-02-15,Opened
RET0002159,OI00032144,17,2018-01-27,Sealed
RET0002160,OI00032156,7,2017-06-07,Opened
RET0002161,OI00032183,7,2025-09-20,Damaged
RET0002162,OI00032185,17,2020-03-12,Opened
RET0002163,OI00032199,1,2021-03-25,Opened
RET0002164,OI00032219,15,2017-08-12,Opened
RET0002165,OI00032228,15,2020-03-06,Opened
RET0002166,OI00032254,18,2021-10-06,Opened
RET0002167,OI00032259,12,2020-12-13,Sealed
RET0002168,OI00032262,10,2019-07-11,Sealed
RET0002169,OI00032264,5,2023-12-27,Opened
RET0002170,OI00032270,14,2026-02-08,Opened
RET0002171,OI00032323,16,2017-12-11,Defective
RET0002172,OI00032327,1,2022-09-25,Defective
RET0002173,OI00032353,14,2019-08-27,Opened
RET0002174,OI00032361,3,2018-01-19,Sealed
RET0002175,OI00032365,6,2024-12-16,Opened
RET0002176,OI00032394,10,2015-07-23,Defective
RET0002177,OI00032399,3,2017-08-24,Opened
RET0002178,OI00032412,3,2023-07-02,Opened
RET0002179,OI00032425,8,2015-04-03,Damaged
RET0002180,OI00032434,18,2021-10-11,Sealed
RET0002181,OI00032435,8,2021-10-02,Damaged
RET0002182,OI00032461,18,2022-04-20,Opened
RET0002183,OI00032488,11,2017-03-25,Defective
RET0002184,OI00032503,9,2020-10-10,Opened
RET0002185,OI00032509,7,2022-11-25,Defective
RET0002186,OI00032534,8,2015-11-01,Sealed
RET0002187,OI00032540,5,2019-05-11,Defective
RET0002188,OI00032558,3,2023-06-19,Opened
RET0002189,OI00032563,13,2022-07-02,Opened
RET0002190,OI00032570,5,2024-02-29,Defective
