OrderItemID,OrderID,LineNumber,ProductID,Quantity,UnitPrice,DiscountPercent
OI00031404,ORD0016224,2,P03834,1,539,0
OI00031405,ORD0016225,1,P03278,1,616,10
OI00031406,ORD0016226,1,P00394,1,222,0
OI00031407,ORD0016226,2,P02573,2,199969,0
OI00031408,ORD0016226,3,P02582,1,173266,0
OI00031409,ORD0016226,4,P04023,1,93133,5
OI00031410,ORD0016227,1,P01970,2,14151,10
OI00031411,ORD0016228,1,P04536,1,8322,5
OI00031412,ORD0016228,2,P02164,2,3084,25
OI00031413,ORD0016229,1,P01962,1,237,5
OI00031414,ORD0016229,2,P03661,2,1030,10
OI00031415,ORD0016230,1,P04770,5,131062,5
OI00031416,ORD0016231,1,P02659,2,28725,0
OI00031417,ORD0016231,2,P03848,2,4021,5
OI00031418,ORD0016231,3,P00091,1,5016,0
OI00031419,ORD0016232,1,P00171,1,10646,0
OI00031420,ORD0016233,1,P00615,1,1227,5
OI00031421,ORD0016233,2,P04710,1,1685,0
OI00031422,ORD0016234,1,P00495,4,286,5
OI00031423,ORD0016235,1,P01351,1,197562,10
OI00031424,ORD0016235,2,P04902,3,179649,0
OI00031425,ORD0016235,3,P03335,1,6163,15
OI00031426,ORD0016236,1,P04811,2,1058,0
OI00031427,ORD0016237,1,P00315,1,880,0
OI00031428,ORD0016237,2,P02310,5,811,5
OI00031429,ORD0016237,3,P04456,1,187604,10
OI00031430,ORD0016238,1,P03650,1,1462,5
OI00031431,ORD0016238,2,P04677,3,737,0
OI00031432,ORD0016238,3,P01132,1,101761,15
OI00031433,ORD0016238,4,P02999,1,1746,0
OI00031434,ORD0016238,5,P04813,1,165374,5
OI00031435,ORD0016239,1,P00878,2,6445,0
OI00031436,ORD0016239,2,P00603,2,195548,25
OI00031437,ORD0016239,3,P02431,4,498,10
OI00031438,ORD0016240,1,P02253,4,2456,0
OI00031439,ORD0016241,1,P02225,3,955,0
OI00031440,ORD0016242,1,P03706,2,33829,0
OI00031441,ORD0016243,1,P00424,4,134646,5
OI00031442,ORD0016243,2,P01710,1,41008,20
OI00031443,ORD0016243,3,P00091,1,5016,0
OI00031444,ORD0016243,4,P04322,2,1898,10
OI00031445,ORD0016244,1,P04611,5,1297,0
OI00031446,ORD0016245,1,P02749,1,115622,0
OI00031447,ORD0016246,1,P03367,4,1256,0
OI00031448,ORD0016246,2,P00780,1,9451,0
OI00031449,ORD0016247,1,P03056,1,10406,25
OI00031450,ORD0016248,1,P03670,3,127,10
OI00031451,ORD0016248,2,P00215,3,1682,0
OI00031452,ORD0016249,1,P04013,1,1001,10
OI00031453,ORD0016249,2,P02145,1,10978,10
OI00031454,ORD0016250,1,P04105,3,141213,25
OI00031455,ORD0016250,2,P01500,3,208,5
OI00031456,ORD0016250,3,P02416,2,42478,5
OI00031457,ORD0016250,4,P04495,1,29276,5
OI00031458,ORD0016251,1,P03383,2,1977,10
OI00031459,ORD0016252,1,P04698,3,5069,0
OI00031460,ORD0016252,2,P01921,1,87,0
OI00031461,ORD0016253,1,P03549,1,866,10
OI00031462,ORD0016253,2,P03247,1,6915,5
OI00031463,ORD0016254,1,P00103,2,891,0
OI00031464,ORD0016255,1,P03403,1,450,0
OI00031465,ORD0016256,1,P03696,1,9081,0
OI00031466,ORD0016256,2,P00209,1,1961,20
OI00031467,ORD0016256,3,P02408,1,12000,0
OI00031468,ORD0016256,4,P01394,3,317,0
OI00031469,ORD0016257,1,P02210,2,1807,0
OI00031470,ORD0016257,2,P04496,1,691,0
OI00031471,ORD0016257,3,P02582,2,173266,5
OI00031472,ORD0016257,4,P00162,4,47480,10
OI00031473,ORD0016258,1,P02473,4,1782,10
OI00031474,ORD0016258,2,P01167,1,10550,0
OI00031475,ORD0016259,1,P04146,3,2389,5
OI00031476,ORD0016259,2,P01057,1,1605,0
OI00031477,ORD0016260,1,P00699,3,1378,0
OI00031478,ORD0016261,1,P02145,1,10978,0
OI00031479,ORD0016262,1,P04914,1,721,0
OI00031480,ORD0016262,2,P04346,2,482,5
OI00031481,ORD0016263,1,P03766,1,84346,20
OI00031482,ORD0016264,1,P02606,4,2567,0
OI00031483,ORD0016264,2,P01519,1,91709,0
OI00031484,ORD0016264,3,P02178,1,74078,0
OI00031485,ORD0016264,4,P03905,1,2657,10
OI00031486,ORD0016265,1,P01789,2,906,0
OI00031487,ORD0016265,2,P01293,1,1958,10
OI00031488,ORD0016265,3,P03225,2,5130,0
OI00031489,ORD0016266,1,P01342,1,9758,15
OI00031490,ORD0016266,2,P00359,1,1891,15
OI00031491,ORD0016267,1,P01116,2,88679,0
OI00031492,ORD0016267,2,P03502,2,76,0
OI00031493,ORD0016268,1,P01233,3,278,0
OI00031494,ORD0016269,1,P03227,1,81693,20
OI00031495,ORD0016269,2,P04814,3,15902,10
OI00031496,ORD0016269,3,P02098,1,8944,5
OI00031497,ORD0016270,1,P04342,1,790,0
OI00031498,ORD0016271,1,P02187,1,10514,0
OI00031499,ORD0016272,1,P00725,3,170557,5
OI00031500,ORD0016273,1,P01075,2,1687,0
OI00031501,ORD0016273,2,P04403,4,193147,20
OI00031502,ORD0016273,3,P04270,2,60160,5
OI00031503,ORD0016273,4,P02458,3,161660,10
OI00031504,ORD0016274,1,P03091,2,118608,0
OI00031505,ORD0016275,1,P04899,3,1249,5
OI00031506,ORD0016275,2,P03017,3,183725,0
OI00031507,ORD0016275,3,P04488,1,100418,0
OI00031508,ORD0016276,1,P01686,1,7044,0
OI00031509,ORD0016276,2,P02948,2,9572,0
OI00031510,ORD0016276,3,P04052,3,766,5
OI00031511,ORD0016276,4,P03784,1,10800,0
OI00031512,ORD0016277,1,P03593,1,2861,10
OI00031513,ORD0016277,2,P02760,1,1018,10
OI00031514,ORD0016278,1,P03595,1,1337,10
OI00031515,ORD0016278,2,P03011,1,25479,0
OI00031516,ORD0016278,3,P04835,1,832,0
OI00031517,ORD0016278,4,P01429,1,138404,10
OI00031518,ORD0016278,5,P00550,1,70604,10
OI00031519,ORD0016279,1,P04636,1,130513,0
OI00031520,ORD0016280,1,P04126,1,4346,5
OI00031521,ORD0016281,1,P02796,3,85426,0
OI00031522,ORD0016281,2,P02427,2,80,5
OI00031523,ORD0016281,3,P02340,5,131031,0
OI00031524,ORD0016282,1,P03432,1,110130,10
OI00031525,ORD0016283,1,P04351,1,371,0
OI00031526,ORD0016284,1,P00969,1,83095,0
OI00031527,ORD0016284,2,P03029,1,11834,10
OI00031528,ORD0016285,1,P00135,1,11566,20
OI00031529,ORD0016285,2,P00313,1,51061,10
OI00031530,ORD0016286,1,P02130,1,540,0
OI00031531,ORD0016287,1,P04096,2,8778,0
OI00031532,ORD0016287,2,P02941,1,2949,5
OI00031533,ORD0016287,3,P03948,3,1533,10
OI00031534,ORD0016288,1,P04854,1,1733,0
OI00031535,ORD0016288,2,P04313,1,2441,0
OI00031536,ORD0016289,1,P02587,1,1897,10
OI00031537,ORD0016290,1,P02636,1,7146,0
OI00031538,ORD0016290,2,P03010,1,229,10
OI00031539,ORD0016291,1,P00992,5,1285,5
OI00031540,ORD0016291,2,P03629,2,12632,0
OI00031541,ORD0016291,3,P03767,2,157652,0
OI00031542,ORD0016291,4,P00850,1,5792,10
OI00031543,ORD0016292,1,P01845,5,426,15
OI00031544,ORD0016292,2,P00908,1,1568,5
OI00031545,ORD0016293,1,P02950,1,145755,0
OI00031546,ORD0016294,1,P02466,1,3248,10
OI00031547,ORD0016294,2,P00411,2,1409,15
OI00031548,ORD0016295,1,P04407,1,140330,0
OI00031549,ORD0016295,2,P04112,2,1207,0
OI00031550,ORD0016296,1,P01685,2,160607,5
OI00031551,ORD0016296,2,P01359,1,104396,10
OI00031552,ORD0016297,1,P04792,1,147849,10
OI00031553,ORD0016297,2,P03494,3,92912,0
OI00031554,ORD0016298,1,P03957,2,174755,5
OI00031555,ORD0016299,1,P02651,2,713,5
OI00031556,ORD0016300,1,P04554,3,1188,0
OI00031557,ORD0016300,2,P00741,1,83,20
OI00031558,ORD0016301,1,P01320,3,655,0
OI00031559,ORD0016302,1,P02640,1,169811,0
OI00031560,ORD0016303,1,P02165,1,513,0
OI00031561,ORD0016303,2,P01668,3,1103,5
OI00031562,ORD0016304,1,P03155,1,7440,0
OI00031563,ORD0016304,2,P04926,5,156158,0
OI00031564,ORD0016304,3,P04345,2,4657,5
OI00031565,ORD0016304,4,P00668,3,1945,0
OI00031566,ORD0016305,1,P01532,1,239,20
OI00031567,ORD0016305,2,P03609,1,12577,0
OI00031568,ORD0016305,3,P01990,2,1573,0
OI00031569,ORD0016306,1,P03989,1,9710,0
OI00031570,ORD0016306,2,P02776,3,4859,0
OI00031571,ORD0016306,3,P04000,2,359,20
OI00031572,ORD0016307,1,P01344,3,135193,0
OI00031573,ORD0016307,2,P03763,1,53411,0
OI00031574,ORD0016307,3,P02973,1,1564,20
OI00031575,ORD0016307,4,P01843,2,2285,20
OI00031576,ORD0016307,5,P00008,2,1924,15
OI00031577,ORD0016308,1,P02630,3,455,15
OI00031578,ORD0016309,1,P01014,2,42769,0
OI00031579,ORD0016310,1,P01191,1,14765,5
OI00031580,ORD0016310,2,P03123,1,3762,25
OI00031581,ORD0016311,1,P04445,1,108029,0
OI00031582,ORD0016312,1,P03918,3,100127,5
OI00031583,ORD0016312,2,P04613,1,1517,0
OI00031584,ORD0016312,3,P02906,2,1372,10
OI00031585,ORD0016313,1,P04438,3,9238,10
OI00031586,ORD0016313,2,P01324,4,1173,15
OI00031587,ORD0016313,3,P02841,1,208,10
OI00031588,ORD0016313,4,P03105,1,113642,10
OI00031589,ORD0016314,1,P01105,3,1500,0
OI00031590,ORD0016315,1,P03880,1,151699,15
OI00031591,ORD0016315,2,P04574,1,1021,5
OI00031592,ORD0016315,3,P01064,4,12397,10
OI00031593,ORD0016316,1,P00975,2,12751,0
OI00031594,ORD0016317,1,P00153,3,13266,5
OI00031595,ORD0016317,2,P03844,3,11262,0
OI00031596,ORD0016317,3,P00620,2,70184,0
OI00031597,ORD0016318,1,P00479,3,107488,0
OI00031598,ORD0016318,2,P03555,1,1353,0
OI00031599,ORD0016319,1,P00885,1,213,15
OI00031600,ORD0016320,1,P03309,3,1150,0
OI00031601,ORD0016321,1,P02864,1,960,0
OI00031602,ORD0016321,2,P00608,1,2264,0
OI00031603,ORD0016321,3,P01898,1,13034,0
OI00031604,ORD0016321,4,P00280,3,5871,0
OI00031605,ORD0016321,5,P04454,2,9257,0
OI00031606,ORD0016322,1,P00699,5,1378,5
OI00031607,ORD0016323,1,P02898,1,1673,0
OI00031608,ORD0016324,1,P02031,1,6236,0
OI00031609,ORD0016325,1,P01712,5,11006,10
OI00031610,ORD0016326,1,P03856,3,13975,10
OI00031611,ORD0016327,1,P02067,1,10326,0
OI00031612,ORD0016328,1,P01066,2,405,15
OI00031613,ORD0016329,1,P02287,2,36265,25
OI00031614,ORD0016329,2,P02990,1,1029,10
OI00031615,ORD0016330,1,P01310,2,1824,20
OI00031616,ORD0016330,2,P01350,1,469,0
OI00031617,ORD0016331,1,P02625,1,7048,0
OI00031618,ORD0016332,1,P01736,3,87054,25
OI00031619,ORD0016332,2,P02073,2,2778,10
OI00031620,ORD0016332,3,P03604,2,3028,0
OI00031621,ORD0016332,4,P02717,1,34098,25
OI00031622,ORD0016333,1,P03293,1,170279,0
OI00031623,ORD0016333,2,P02811,1,171556,0
OI00031624,ORD0016334,1,P00099,1,126,15
OI00031625,ORD0016335,1,P03992,1,1944,0
OI00031626,ORD0016336,1,P04818,1,115628,20
OI00031627,ORD0016337,1,P01412,2,1101,0
OI00031628,ORD0016338,1,P04605,1,11267,5
OI00031629,ORD0016338,2,P01590,1,12857,0
OI00031630,ORD0016339,1,P01308,1,4792,0
OI00031631,ORD0016340,1,P03747,1,98917,0
OI00031632,ORD0016341,1,P00216,1,177459,0
OI00031633,ORD0016342,1,P03606,4,64757,0
OI00031634,ORD0016342,2,P00605,4,55982,0
OI00031635,ORD0016343,1,P04178,1,1403,20
OI00031636,ORD0016344,1,P01706,1,2117,0
OI00031637,ORD0016344,2,P01570,1,3550,0
OI00031638,ORD0016344,3,P03315,1,6600,20
OI00031639,ORD0016345,1,P02407,5,198849,0
OI00031640,ORD0016345,2,P02763,4,3482,10
OI00031641,ORD0016345,3,P02971,3,104297,0
OI00031642,ORD0016345,4,P00612,2,11651,0
OI00031643,ORD0016346,1,P01756,3,37569,15
OI00031644,ORD0016347,1,P00318,1,174351,10
OI00031645,ORD0016348,1,P03525,2,14817,5
OI00031646,ORD0016348,2,P01552,2,1966,5
OI00031647,ORD0016348,3,P00781,5,12329,10
OI00031648,ORD0016349,1,P04092,4,7739,15
OI00031649,ORD0016350,1,P04190,2,49682,10
OI00031650,ORD0016350,2,P00871,2,14799,15
OI00031651,ORD0016351,1,P03669,4,140601,10
OI00031652,ORD0016351,2,P02458,3,161660,5
OI00031653,ORD0016351,3,P00936,2,652,10
OI00031654,ORD0016351,4,P01237,3,14980,5
OI00031655,ORD0016352,1,P02663,1,180882,0
OI00031656,ORD0016353,1,P01332,1,4113,0
OI00031657,ORD0016354,1,P01753,1,11998,5
OI00031658,ORD0016355,1,P01734,2,52072,0
OI00031659,ORD0016356,1,P00217,2,45458,5
OI00031660,ORD0016356,2,P03194,4,75728,15
OI00031661,ORD0016357,1,P04587,1,9791,0
OI00031662,ORD0016357,2,P01134,2,117500,0
OI00031663,ORD0016358,1,P02762,1,41345,0
OI00031664,ORD0016359,1,P01456,1,12583,5
OI00031665,ORD0016359,2,P01315,1,137863,0
OI00031666,ORD0016360,1,P01607,1,1255,10
OI00031667,ORD0016361,1,P04450,1,1606,15
OI00031668,ORD0016361,2,P03313,1,1469,20
OI00031669,ORD0016361,3,P01615,5,626,5
OI00031670,ORD0016361,4,P03916,1,143539,20
OI00031671,ORD0016362,1,P04589,4,5162,0
OI00031672,ORD0016362,2,P03237,2,205,0
OI00031673,ORD0016363,1,P00201,1,12116,5
OI00031674,ORD0016364,1,P03947,2,11351,0
OI00031675,ORD0016364,2,P00789,1,1360,0
OI00031676,ORD0016365,1,P03616,1,1668,0
OI00031677,ORD0016366,1,P00465,4,457,10
OI00031678,ORD0016366,2,P04213,3,1992,0
OI00031679,ORD0016366,3,P00282,2,7378,0
OI00031680,ORD0016366,4,P03099,2,132221,5
OI00031681,ORD0016367,1,P03599,2,103939,0
OI00031682,ORD0016368,1,P02114,2,29553,5
OI00031683,ORD0016368,2,P01465,1,30206,20
OI00031684,ORD0016369,1,P02932,2,16255,0
OI00031685,ORD0016370,1,P03594,1,13076,0
OI00031686,ORD0016370,2,P02816,1,158,20
OI00031687,ORD0016370,3,P04911,4,14204,0
OI00031688,ORD0016370,4,P04108,4,1851,0
OI00031689,ORD0016370,5,P01346,1,135,10
OI00031690,ORD0016371,1,P04912,2,1225,25
OI00031691,ORD0016371,2,P04648,1,1139,25
OI00031692,ORD0016372,1,P02831,1,1854,5
OI00031693,ORD0016372,2,P00935,1,7908,5
OI00031694,ORD0016372,3,P03259,2,310,0
OI00031695,ORD0016373,1,P01446,3,4404,0
OI00031696,ORD0016373,2,P01205,3,10092,10
OI00031697,ORD0016373,3,P03841,1,118706,10
OI00031698,ORD0016374,1,P03086,4,8136,0
OI00031699,ORD0016375,1,P01637,3,6548,0
OI00031700,ORD0016376,1,P00499,2,1420,5
OI00031701,ORD0016377,1,P03047,1,1012,5
OI00031702,ORD0016378,1,P01176,1,970,5
OI00031703,ORD0016378,2,P01249,1,101860,0
OI00031704,ORD0016379,1,P02632,5,14018,20
OI00031705,ORD0016379,2,P04722,3,96283,5
OI00031706,ORD0016380,1,P01326,2,149206,0
OI00031707,ORD0016381,1,P04787,2,56456,0
OI00031708,ORD0016381,2,P02306,4,3953,5
OI00031709,ORD0016382,1,P04987,1,9910,0
OI00031710,ORD0016382,2,P00849,5,101298,0
OI00031711,ORD0016382,3,P03290,5,19686,0
OI00031712,ORD0016382,4,P00689,1,164151,15
OI00031713,ORD0016383,1,P00985,2,92,5
OI00031714,ORD0016383,2,P01713,2,56999,10
OI00031715,ORD0016384,1,P01805,3,11605,0
OI00031716,ORD0016384,2,P02126,1,1669,0
OI00031717,ORD0016385,1,P02617,1,35834,5
OI00031718,ORD0016386,1,P04073,4,5534,20
OI00031719,ORD0016387,1,P03424,1,124861,0
OI00031720,ORD0016388,1,P02591,1,7799,5
OI00031721,ORD0016388,2,P00214,2,1525,15
OI00031722,ORD0016389,1,P02892,2,66592,0
OI00031723,ORD0016390,1,P00218,1,180669,20
OI00031724,ORD0016390,2,P04677,1,737,5
OI00031725,ORD0016390,3,P03215,3,30332,15
OI00031726,ORD0016391,1,P01002,2,8790,0
OI00031727,ORD0016392,1,P00532,1,1732,0
OI00031728,ORD0016392,2,P02311,1,11410,0
OI00031729,ORD0016393,1,P02297,1,131115,10
OI00031730,ORD0016394,1,P03303,3,7201,0
OI00031731,ORD0016394,2,P02742,1,147635,15
OI00031732,ORD0016395,1,P04147,1,124,10
OI00031733,ORD0016396,1,P01896,1,13244,10
OI00031734,ORD0016396,2,P00408,1,3358,10
OI00031735,ORD0016396,3,P00786,2,11678,0
OI00031736,ORD0016397,1,P01036,1,73465,10
OI00031737,ORD0016398,1,P00802,3,4251,25
OI00031738,ORD0016398,2,P03113,1,11444,0
OI00031739,ORD0016398,3,P01596,2,10086,0
OI00031740,ORD0016399,1,P01157,1,20485,0
OI00031741,ORD0016399,2,P01913,2,22118,10
OI00031742,ORD0016400,1,P01217,1,92664,0
OI00031743,ORD0016401,1,P03083,1,18054,5
OI00031744,ORD0016402,1,P00369,1,342,15
OI00031745,ORD0016403,1,P02304,3,449,5
OI00031746,ORD0016404,1,P04560,1,177290,5
OI00031747,ORD0016404,2,P03109,1,87575,0
OI00031748,ORD0016404,3,P02048,1,4837,0
OI00031749,ORD0016405,1,P00777,5,1314,0
OI00031750,ORD0016405,2,P04933,5,1016,5
OI00031751,ORD0016405,3,P01556,1,26591,5
OI00031752,ORD0016405,4,P02654,1,1254,20
OI00031753,ORD0016406,1,P02512,1,1217,0
OI00031754,ORD0016406,2,P01465,2,30206,5
OI00031755,ORD0016407,1,P01493,1,1340,10
OI00031756,ORD0016407,2,P03473,3,128118,5
OI00031757,ORD0016407,3,P03853,3,301,0
OI00031758,ORD0016408,1,P04170,5,10339,5
OI00031759,ORD0016408,2,P01455,1,9350,5
OI00031760,ORD0016408,3,P00011,2,1429,15
OI00031761,ORD0016409,1,P02379,1,19834,5
OI00031762,ORD0016409,2,P00106,2,503,15
OI00031763,ORD0016410,1,P02823,2,124420,0
OI00031764,ORD0016411,1,P02073,1,2778,0
OI00031765,ORD0016411,2,P02999,3,1746,0
OI00031766,ORD0016412,1,P04283,1,9114,0
OI00031767,ORD0016413,1,P04031,1,148085,5
OI00031768,ORD0016413,2,P02534,2,345,0
OI00031769,ORD0016413,3,P02703,2,7067,15
OI00031770,ORD0016414,1,P04504,3,112619,0
OI00031771,ORD0016415,1,P03793,1,146590,0
OI00031772,ORD0016416,1,P03396,1,1040,0
OI00031773,ORD0016417,1,P02618,3,102,5
OI00031774,ORD0016417,2,P04669,1,1817,10
OI00031775,ORD0016417,3,P01021,2,6178,0
OI00031776,ORD0016417,4,P04392,2,101119,5
OI00031777,ORD0016418,1,P02251,1,976,0
OI00031778,ORD0016418,2,P03973,1,14001,0
OI00031779,ORD0016418,3,P03201,1,60627,10
OI00031780,ORD0016418,4,P03256,3,1636,25
OI00031781,ORD0016419,1,P01156,4,11353,10
OI00031782,ORD0016419,2,P02520,1,10010,0
OI00031783,ORD0016420,1,P02492,1,11991,5
OI00031784,ORD0016420,2,P01217,1,92664,0
OI00031785,ORD0016421,1,P02919,3,12903,5
OI00031786,ORD0016422,1,P03436,2,1828,5
OI00031787,ORD0016422,2,P03779,2,71428,5
OI00031788,ORD0016422,3,P00694,1,1014,15
OI00031789,ORD0016423,1,P00432,3,690,10
OI00031790,ORD0016424,1,P02533,5,65387,5
OI00031791,ORD0016424,2,P02338,1,46,25
OI00031792,ORD0016425,1,P02899,1,178673,0
OI00031793,ORD0016426,1,P01926,2,382,20
OI00031794,ORD0016426,2,P00552,1,164707,15
OI00031795,ORD0016426,3,P02308,1,4776,15
OI00031796,ORD0016427,1,P03318,1,990,0
OI00031797,ORD0016428,1,P02541,1,2362,0
OI00031798,ORD0016428,2,P03474,2,1092,5
OI00031799,ORD0016429,1,P03207,1,494,0
OI00031800,ORD0016430,1,P01155,1,159,0
OI00031801,ORD0016430,2,P00243,1,472,5
OI00031802,ORD0016430,3,P04165,3,5480,0
OI00031803,ORD0016431,1,P01736,1,87054,15
OI00031804,ORD0016432,1,P00839,1,4859,10
OI00031805,ORD0016432,2,P03251,1,80890,10
OI00031806,ORD0016432,3,P02719,2,1004,5
OI00031807,ORD0016432,4,P02428,4,7476,0
OI00031808,ORD0016433,1,P01493,1,1340,0
OI00031809,ORD0016433,2,P03339,3,1790,0
OI00031810,ORD0016434,1,P01332,3,4113,10
OI00031811,ORD0016435,1,P04449,2,12134,0
OI00031812,ORD0016436,1,P02583,2,1197,0
OI00031813,ORD0016436,2,P02817,1,369,5
OI00031814,ORD0016436,3,P03005,4,138,0
OI00031815,ORD0016437,1,P04103,4,129603,0
OI00031816,ORD0016438,1,P01075,3,1687,5
OI00031817,ORD0016438,2,P02740,2,1242,10
OI00031818,ORD0016438,3,P03964,1,927,10
OI00031819,ORD0016439,1,P02074,1,1781,0
OI00031820,ORD0016440,1,P02398,2,1872,0
OI00031821,ORD0016440,2,P01463,1,25559,10
OI00031822,ORD0016441,1,P00191,2,462,25
OI00031823,ORD0016441,2,P03606,2,64757,0
OI00031824,ORD0016441,3,P03400,1,6079,5
OI00031825,ORD0016442,1,P01207,2,1875,0
OI00031826,ORD0016442,2,P02288,2,25583,10
OI00031827,ORD0016442,3,P04134,1,10119,0
OI00031828,ORD0016443,1,P04019,4,82095,0
OI00031829,ORD0016444,1,P00277,5,2018,15
OI00031830,ORD0016444,2,P03001,2,714,0
OI00031831,ORD0016445,1,P03101,4,841,0
OI00031832,ORD0016445,2,P03138,5,9568,5
OI00031833,ORD0016446,1,P01235,5,3858,20
OI00031834,ORD0016446,2,P01524,1,1470,0
OI00031835,ORD0016447,1,P04903,3,14119,5
OI00031836,ORD0016448,1,P03723,5,204,0
OI00031837,ORD0016449,1,P04246,3,52691,0
OI00031838,ORD0016449,2,P02362,4,4605,10
OI00031839,ORD0016449,3,P03617,1,1218,5
OI00031840,ORD0016450,1,P01829,5,4251,0
OI00031841,ORD0016450,2,P02565,1,132975,5
OI00031842,ORD0016451,1,P00784,1,12273,10
OI00031843,ORD0016451,2,P03696,5,9081,0
OI00031844,ORD0016451,3,P03526,1,1335,15
OI00031845,ORD0016451,4,P04181,1,8670,0
OI00031846,ORD0016452,1,P02374,2,1049,20
OI00031847,ORD0016453,1,P02948,1,9572,0
OI00031848,ORD0016453,2,P02780,1,103102,10
OI00031849,ORD0016454,1,P02750,3,682,0
OI00031850,ORD0016454,2,P03659,1,7560,15
OI00031851,ORD0016454,3,P01520,1,144025,5
OI00031852,ORD0016455,1,P04375,2,170626,0
OI00031853,ORD0016455,2,P02199,2,80206,0
OI00031854,ORD0016456,1,P01369,2,1115,5
OI00031855,ORD0016457,1,P00975,1,12751,5
OI00031856,ORD0016457,2,P03829,1,128585,0
OI00031857,ORD0016458,1,P04160,4,513,0
OI00031858,ORD0016458,2,P01639,1,8190,0
OI00031859,ORD0016459,1,P00158,1,1820,0
OI00031860,ORD0016460,1,P04451,3,1276,0
OI00031861,ORD0016461,1,P02014,5,768,15
OI00031862,ORD0016461,2,P03257,1,6475,0
OI00031863,ORD0016462,1,P04276,1,5042,15
OI00031864,ORD0016463,1,P03630,3,632,0
OI00031865,ORD0016464,1,P04816,3,593,0
OI00031866,ORD0016464,2,P00517,1,6073,10
OI00031867,ORD0016465,1,P02111,1,7747,5
OI00031868,ORD0016466,1,P01420,2,1654,5
OI00031869,ORD0016467,1,P03791,2,79255,0
OI00031870,ORD0016468,1,P01890,2,148027,0
OI00031871,ORD0016468,2,P00193,1,201,10
OI00031872,ORD0016469,1,P04188,2,423,5
OI00031873,ORD0016469,2,P03632,1,1029,5
OI00031874,ORD0016470,1,P02818,4,7721,5
OI00031875,ORD0016470,2,P03541,2,198579,0
OI00031876,ORD0016471,1,P04373,1,169663,0
OI00031877,ORD0016471,2,P01015,1,1714,0
OI00031878,ORD0016472,1,P04767,1,1169,0
OI00031879,ORD0016472,2,P00174,3,10403,0
OI00031880,ORD0016473,1,P01046,1,8141,0
OI00031881,ORD0016473,2,P04456,1,187604,0
OI00031882,ORD0016474,1,P00988,4,25793,0
OI00031883,ORD0016474,2,P00534,2,7810,0
OI00031884,ORD0016475,1,P00594,2,80340,0
OI00031885,ORD0016476,1,P00470,2,150264,20
OI00031886,ORD0016477,1,P00510,2,363,0
OI00031887,ORD0016478,1,P01110,3,8909,10
OI00031888,ORD0016478,2,P02517,2,160023,0
OI00031889,ORD0016478,3,P00153,1,13266,5
OI00031890,ORD0016479,1,P00568,5,14481,0
OI00031891,ORD0016480,1,P01928,2,174714,0
OI00031892,ORD0016481,1,P00087,3,1102,5
OI00031893,ORD0016482,1,P02879,1,13352,0
OI00031894,ORD0016483,1,P03505,1,2972,0
OI00031895,ORD0016483,2,P04853,3,190193,10
OI00031896,ORD0016484,1,P04885,2,1698,5
OI00031897,ORD0016484,2,P01640,2,3762,10
OI00031898,ORD0016484,3,P01981,2,1128,0
OI00031899,ORD0016485,1,P01010,1,3453,15
OI00031900,ORD0016486,1,P00910,4,8560,0
OI00031901,ORD0016486,2,P02348,3,1794,5
OI00031902,ORD0016486,3,P03480,1,4181,5
OI00031903,ORD0016487,1,P01075,2,1687,20
OI00031904,ORD0016487,2,P02084,1,159441,0
OI00031905,ORD0016488,1,P04984,1,53436,10
OI00031906,ORD0016488,2,P03195,1,437,0
OI00031907,ORD0016489,1,P04493,2,109903,0
OI00031908,ORD0016489,2,P04928,1,156,5
OI00031909,ORD0016490,1,P00153,4,13266,15
OI00031910,ORD0016490,2,P03859,1,10320,0
OI00031911,ORD0016491,1,P02636,2,7146,5
OI00031912,ORD0016491,2,P01085,1,119083,5
OI00031913,ORD0016491,3,P01489,3,497,0
OI00031914,ORD0016491,4,P02075,1,4232,10
OI00031915,ORD0016492,1,P02502,1,6290,0
OI00031916,ORD0016492,2,P03938,4,157,15
OI00031917,ORD0016493,1,P04146,1,2389,0
OI00031918,ORD0016494,1,P03287,3,1301,20
OI00031919,ORD0016494,2,P03044,1,72436,0
OI00031920,ORD0016495,1,P03116,1,1105,15
OI00031921,ORD0016495,2,P03798,1,11675,20
OI00031922,ORD0016496,1,P04673,3,13353,0
OI00031923,ORD0016496,2,P03457,2,14742,5
OI00031924,ORD0016496,3,P01935,2,8180,0
OI00031925,ORD0016496,4,P02557,3,6168,0
OI00031926,ORD0016497,1,P02466,3,3248,15
OI00031927,ORD0016497,2,P02839,2,104567,0
OI00031928,ORD0016498,1,P03056,1,10406,5
OI00031929,ORD0016499,1,P02673,1,678,0
OI00031930,ORD0016500,1,P01954,1,3910,0
OI00031931,ORD0016501,1,P03353,2,1145,5
OI00031932,ORD0016501,2,P01249,1,101860,10
OI00031933,ORD0016502,1,P02615,2,123548,15
OI00031934,ORD0016502,2,P04559,3,531,0
OI00031935,ORD0016503,1,P00248,2,9397,0
OI00031936,ORD0016503,2,P03097,2,6431,5
OI00031937,ORD0016503,3,P02287,1,36265,0
OI00031938,ORD0016504,1,P01103,2,1496,5
OI00031939,ORD0016504,2,P01332,1,4113,15
OI00031940,ORD0016504,3,P01560,2,1888,10
OI00031941,ORD0016505,1,P01672,1,1534,5
OI00031942,ORD0016506,1,P01383,1,14370,5
OI00031943,ORD0016506,2,P00167,1,84000,0
